property_ID,booking_availability_30,booking_availability_60,booking_availability_90,booking_availability_365,reviews_num,reviews_last,reviews_rating,booking_cancel_policy
1538,15,45,75,75,9,162,100,3
1539,0,0,0,0,11,37,91,3
1540,0,0,0,0,0,17294,98.66666667,3
1541,15,45,75,350,5,20,85,2
1542,0,0,0,0,0,17294,98.66666667,3
1543,0,0,0,0,0,17295,98.66666667,3
1544,0,0,0,0,1,666,80,2
1545,10,11,21,296,91,21,97,2
1546,17,40,61,112,2,3,100,2
1547,14,36,44,280,31,101,94,1
1548,2,2,2,2,54,29,96,1
1549,30,60,90,358,14,72,84,3
1550,0,1,31,31,0,17298,93,2
1551,22,52,82,121,20,10,92,2
1552,0,0,0,0,2,541,100,3
1553,0,0,0,0,0,17294,98.66666667,3
1554,1,14,30,104,291,3,95,1
1555,0,0,0,0,1,655,100,3
1556,30,60,90,365,0,17298,97.33333333,3
1557,7,22,52,327,2,517,90,1
1558,22,52,82,357,3,207,100,3
1559,0,0,0,196,67,20,93,1
1560,10,25,38,303,4,15,85,1
1561,23,53,83,358,60,24,82,1
1562,19,46,76,351,96,17,88,1
1563,27,57,87,362,37,39,76,1
1564,3,12,30,287,232,4,93,1
1565,15,45,67,229,167,7,94,1
1566,8,29,59,326,98,2,93,1
1567,0,0,0,0,2,824,100,1
1568,13,38,68,343,152,20,87,1
1569,0,0,6,281,1,63,100,2
1570,10,34,56,147,4,7,100,3
1571,30,60,90,365,1,367,100,3
1572,0,0,0,131,5,12,100,3
1573,3,3,3,238,74,4,91,3
1574,3,3,3,131,13,2,85,3
1575,0,0,11,11,2,72,100,3
1576,0,0,0,211,12,6,98,3
1577,19,19,27,27,1,200,92,3
1578,30,56,80,333,32,10,86,2
1579,28,58,88,363,2,12,90,3
1580,0,0,0,0,2,370,100,3
1581,28,57,87,87,7,9,89,3
1582,0,0,0,57,4,22,100,2
1583,0,0,0,0,2,492,90,1
1584,6,11,11,11,39,12,93,3
1585,3,3,3,3,4,5,90,3
1586,0,0,0,0,0,17295,98.66666667,3
1587,23,53,83,358,72,16,94,2
1588,30,60,90,365,11,23,82,1
1589,9,20,50,50,286,20,92,1
1590,0,0,30,30,28,30,92,3
1591,0,0,6,281,14,137,93,3
1592,1,9,39,314,35,30,93,3
1593,23,36,66,66,1,234,100,2
1594,0,0,0,0,0,17295,98.66666667,1
1595,30,59,89,153,0,17295,96.66666667,3
1596,2,2,3,93,84,22,93,1
1597,17,41,61,147,9,44,75,2
1598,18,40,56,323,1,33,100,3
1599,22,46,62,337,15,28,69,1
1600,11,38,59,332,18,28,73,2
1601,21,50,68,158,24,47,76,1
1602,18,48,78,78,86,16,91,2
1603,14,17,33,33,1,42,100,3
1604,24,51,81,82,7,13,86,3
1605,0,0,5,280,0,17295,93.33333333,3
1606,0,7,37,310,1,702,100,2
1607,0,0,0,249,1,72,100,2
1608,0,0,0,30,1,32,100,3
1609,7,37,64,339,48,7,92,2
1610,3,3,8,8,28,162,89,2
1611,27,57,87,177,0,17295,86.66666667,2
1612,0,0,0,0,16,127,91,2
1613,0,0,3,11,9,17,96,2
1614,0,0,0,0,0,17295,98.66666667,1
1615,26,56,86,361,11,8,94,1
1616,0,0,0,0,2,489,70,3
1617,29,59,89,364,1,10,20,1
1618,6,28,58,58,24,13,93,2
1619,17,17,38,313,5,15,84,1
1620,0,0,0,0,1,371,98.66666667,2
1621,0,0,0,0,1,366,100,2
1622,12,24,50,105,1,15,100,2
1623,0,0,0,247,62,40,88,3
1624,28,58,88,363,3,296,100,3
1625,0,0,0,0,3,633,93,3
1626,0,0,0,0,0,17294,98.66666667,3
1627,30,60,90,365,1,11,100,3
1628,0,0,25,296,27,11,99,3
1629,0,0,25,296,49,20,96,3
1630,0,0,24,166,3,639,93,1
1631,8,8,33,42,13,8,92,1
1632,0,0,0,47,3,177,93,2
1633,30,60,90,365,2,13,100,2
1634,4,9,34,39,1,7,100,2
1635,10,11,37,312,74,1,93,2
1636,30,34,51,214,5,125,65,3
1637,1,1,1,1,6,448,97,1
1638,1,1,1,1,42,526,91,1
1639,8,27,52,142,57,14,95,1
1640,29,59,89,89,17,327,89,1
1641,14,44,74,349,14,13,97,1
1642,30,60,90,365,8,44,88,2
1643,0,0,0,0,1,366,100,3
1644,0,0,0,0,22,484,93,2
1645,2,17,47,322,35,20,93,3
1646,23,51,81,356,5,7,96,3
1647,5,26,43,90,34,2,97,1
1648,13,39,69,344,27,4,96,1
1649,0,0,0,0,4,40,93,3
1650,12,35,58,87,7,15,100,2
1651,0,0,0,0,2,578,90,1
1652,10,10,26,301,6,16,83,3
1653,0,0,0,0,1,244,100,3
1654,8,8,18,121,0,17295,95,1
1655,1,17,17,264,6,195,80,1
1656,25,40,62,332,0,17294,92.33333333,1
1657,29,59,89,364,0,17295,96.66666667,1
1658,29,59,89,364,0,17294,96.66666667,1
1659,29,59,89,364,1,415,100,1
1660,16,46,76,351,0,17294,90.33333333,3
1661,5,5,5,193,6,16,93,2
1662,15,42,72,72,0,17298,89.66666667,1
1663,4,12,29,32,21,9,100,1
1664,0,0,0,0,0,17295,98.66666667,2
1665,16,46,69,158,129,15,93,2
1666,29,59,89,364,4,1,95,1
1667,30,60,90,365,1,11,100,1
1668,0,6,32,303,11,130,84,3
1669,6,25,39,308,132,29,93,1
1670,11,30,51,326,113,17,92,1
1671,5,35,65,340,122,15,90,1
1672,0,0,7,282,44,12,97,2
1673,7,11,35,309,24,85,86,3
1674,0,0,0,0,0,17295,98.66666667,2
1675,6,23,44,63,49,6,91,1
1676,2,8,21,28,56,8,83,1
1677,12,29,46,66,50,15,88,1
1678,6,23,43,62,33,4,90,1
1679,5,16,33,308,140,17,90,1
1680,0,0,0,0,3,242,80,3
1681,0,7,37,312,9,210,91,3
1682,0,0,0,0,0,17295,98.66666667,3
1683,29,59,89,364,5,615,96,3
1684,0,0,0,0,0,17295,98.66666667,1
1685,6,36,48,294,13,33,98,1
1686,6,14,14,14,64,18,96,1
1687,1,1,1,5,3,707,100,2
1688,12,26,56,331,177,8,93,1
1689,0,0,0,0,0,17294,98.66666667,1
1690,30,60,90,365,0,17294,97.33333333,3
1691,30,60,90,365,0,17294,97.33333333,3
1692,0,0,15,248,122,12,94,1
1693,0,3,16,268,101,18,93,1
1694,4,14,33,284,94,10,91,1
1695,0,5,21,280,101,13,91,1
1696,11,41,71,95,4,16,93,1
1697,0,0,0,100,45,19,95,1
1698,10,28,58,127,4,8,100,1
1699,13,29,59,130,0,17294,97.66666667,1
1700,10,28,58,127,0,17295,91.33333333,1
1701,0,0,24,299,8,233,100,2
1702,0,0,0,109,9,208,98,2
1703,14,25,29,196,22,22,99,1
1704,7,22,28,303,41,113,97,1
1705,3,20,25,300,31,128,99,1
1706,0,17,29,68,11,43,93,1
1707,0,0,0,0,15,296,87,2
1708,0,0,0,0,3,665,87,1
1709,0,0,0,0,14,699,96,2
1710,28,58,88,363,44,16,94,1
1711,30,60,90,365,3,386,90,2
1712,3,3,31,89,0,17295,96,3
1713,27,57,87,362,15,5,72,3
1714,3,3,9,167,0,17294,96.33333333,3
1715,6,7,8,267,9,12,96,3
1716,8,25,38,303,115,7,97,2
1717,0,0,0,275,5,587,96,2
1718,0,6,36,311,3,126,93,2
1719,30,60,90,365,0,17294,97.33333333,1
1720,10,37,59,334,4,2,95,3
1721,7,16,46,321,14,2,83,2
1722,0,8,38,38,9,16,80,3
1723,0,0,0,0,2,163,100,2
1724,0,0,0,0,5,480,100,3
1725,0,0,0,128,2,221,90,2
1726,7,28,58,333,0,17295,92.33333333,3
1727,0,0,12,12,39,76,94,2
1728,0,0,0,0,11,43,86,3
1729,3,33,63,338,13,41,98,2
1730,14,42,67,340,17,3,88,3
1731,8,29,59,87,128,2,90,3
1732,19,46,76,77,0,17294,92,3
1733,0,0,0,0,1,666,98.66666667,3
1734,0,0,0,0,2,624,90,3
1735,15,34,34,71,0,17294,94.66666667,2
1736,8,27,52,315,20,7,92,2
1737,4,34,64,339,1,956,80,3
1738,30,60,90,365,1,994,100,3
1739,30,60,90,365,0,17295,97.33333333,3
1740,30,60,90,365,0,17294,97.33333333,3
1741,0,2,26,301,19,26,97,1
1742,0,0,0,0,0,17298,98.66666667,3
1743,27,57,87,362,17,12,98,1
1744,27,57,87,362,27,2,95,2
1745,0,0,0,0,0,17295,98.66666667,3
1746,0,0,0,0,0,17295,98.66666667,2
1747,14,44,68,158,72,7,86,2
1748,27,57,87,362,4,1119,100,2
1749,7,11,19,23,13,7,97,2
1750,0,0,0,0,63,86,94,1
1751,3,29,59,59,13,5,90,3
1752,30,60,90,365,0,17294,97.33333333,1
1753,0,0,0,250,64,129,95,3
1754,0,8,38,313,19,208,87,1
1755,0,0,0,253,8,242,88,1
1756,0,0,0,0,2,492,90,3
1757,0,0,0,0,16,399,95,2
1758,29,59,89,364,1,244,100,2
1759,0,0,0,0,7,502,77,2
1760,11,38,68,343,37,6,96,2
1761,4,17,42,300,151,8,92,1
1762,0,0,0,0,0,17294,98.66666667,1
1763,29,59,89,364,14,667,89,2
1764,0,0,24,153,177,307,96,1
1765,0,6,19,221,58,5,96,3
1766,0,0,0,0,3,89,100,3
1767,12,28,28,28,52,7,93,3
1768,4,33,63,63,17,4,89,2
1769,25,55,85,85,2,124,80,2
1770,0,0,0,0,0,17294,98.66666667,2
1771,3,33,63,64,9,32,91,2
1772,5,35,65,65,7,2,91,2
1773,0,8,38,38,1,39,100,2
1774,0,8,38,128,2,39,90,2
1775,16,40,40,40,10,2,92,2
1776,22,52,82,83,5,3,92,2
1777,12,36,66,67,9,2,98,2
1778,9,9,9,9,3,10,87,2
1779,23,53,83,83,0,17295,98,2
1780,29,59,89,90,0,17294,96.66666667,2
1781,23,53,83,83,0,17298,98,3
1782,0,0,1,1,0,17298,97,1
1783,11,33,63,153,10,11,86,3
1784,0,0,0,219,1,537,100,3
1785,19,49,79,79,17,7,86,1
1786,10,40,70,345,7,127,87,1
1787,3,19,39,293,138,15,92,1
1788,7,27,50,216,16,7,99,3
1789,0,0,0,0,5,33,100,2
1790,0,0,0,0,19,617,89,2
1791,0,0,14,146,15,0,97,2
1792,0,14,44,319,36,30,90,1
1793,4,16,31,252,12,13,95,2
1794,3,9,9,9,1,22,80,2
1795,14,33,53,316,21,1,90,2
1796,12,28,45,295,32,2,91,2
1797,12,32,62,306,11,15,89,2
1798,6,15,26,259,20,8,90,2
1799,6,17,26,237,9,1,84,2
1800,17,45,75,340,10,7,92,2
1801,21,43,58,326,14,21,91,2
1802,16,41,66,329,14,1,93,2
1803,13,33,61,328,10,21,94,2
1804,19,39,63,326,18,11,79,2
1805,22,47,61,325,25,8,94,2
1806,16,31,61,328,9,38,96,2
1807,23,36,61,328,2,11,80,2
1808,18,46,63,324,4,12,90,2
1809,4,23,46,313,3,22,87,2
1810,20,41,62,337,0,17295,93.66666667,2
1811,19,42,62,333,5,8,88,2
1812,13,37,65,334,1,14,100,2
1813,25,48,75,350,1,4,80,2
1814,25,47,47,47,57,7,93,2
1815,7,7,7,7,71,48,89,2
1816,20,44,57,310,40,1,95,2
1817,19,47,77,344,23,1,93,2
1818,17,47,77,344,47,22,94,2
1819,17,41,70,338,17,7,94,2
1820,21,49,79,346,12,2,92,2
1821,16,42,72,340,9,20,96,2
1822,2,2,12,280,14,0,96,2
1823,17,37,39,293,6,0,97,2
1824,19,37,63,307,3,8,93,2
1825,9,22,28,246,8,14,93,2
1826,9,19,23,233,4,78,95,2
1827,17,41,53,309,12,21,93,2
1828,0,0,0,0,27,109,90,1
1829,0,0,0,0,35,95,91,1
1830,0,0,0,0,16,102,86,1
1831,0,0,0,0,7,260,83,1
1832,0,0,0,241,7,127,89,1
1833,0,0,0,0,28,80,92,1
1834,0,0,0,0,48,351,90,1
1835,0,0,0,0,68,63,92,1
1836,0,0,0,0,7,83,100,3
1837,17,37,54,54,11,14,98,2
1838,16,37,61,61,8,16,100,2
1839,7,28,58,148,42,44,92,1
1840,0,0,0,128,11,11,98,2
1841,0,0,0,0,9,539,93,3
1842,0,0,28,303,13,217,90,3
1843,12,16,38,38,1,3,100,3
1844,0,0,0,0,3,540,93,3
1845,30,60,90,365,21,16,98,3
1846,14,14,14,14,2,13,90,2
1847,0,0,0,0,2,640,100,3
1848,24,54,81,356,25,12,86,1
1849,18,45,70,148,27,5,93,1
1850,17,45,73,348,282,5,89,1
1851,9,19,38,310,269,1,86,1
1852,0,10,40,315,0,17294,95,3
1853,25,55,80,355,32,15,95,2
1854,0,0,0,0,24,106,93,2
1855,0,0,0,0,6,493,87,3
1856,0,14,14,20,17,8,96,3
1857,27,57,87,231,6,233,88,1
1858,0,0,0,0,0,17295,98.66666667,3
1859,0,5,35,35,0,17295,88,3
1860,3,31,61,61,0,17298,92,3
1861,0,3,24,52,2,252,80,3
1862,0,0,0,0,0,17294,98.66666667,3
1863,17,47,77,352,1,22,80,3
1864,30,60,90,365,8,93,94,3
1865,7,22,46,72,9,15,100,1
1866,3,10,24,24,0,17295,94.66666667,3
1867,7,18,35,111,30,1,93,3
1868,4,7,23,113,146,5,84,3
1869,18,40,68,341,40,1,80,3
1870,15,45,75,350,51,12,86,1
1871,0,0,0,37,19,798,95,3
1872,0,0,0,0,3,174,80,3
1873,0,0,0,0,2,358,100,3
1874,0,0,0,0,1,370,100,3
1875,0,0,0,0,0,17298,98.66666667,3
1876,0,0,0,0,0,17298,98.66666667,3
1877,1,1,1,188,0,17295,96,3
1878,0,0,0,0,7,723,63,3
1879,0,0,0,0,0,17294,98.66666667,3
1880,29,59,89,364,17,21,90,1
1881,0,0,0,0,2,686,70,3
1882,0,0,0,250,2,856,100,1
1883,15,38,66,153,45,15,94,3
1884,11,29,52,134,103,14,96,3
1885,5,20,38,110,151,14,94,3
1886,0,15,23,295,1,254,100,2
1887,15,33,55,330,13,20,100,2
1888,10,32,62,87,2,128,100,1
1889,13,42,69,94,2,2376,86.33333333,1
1890,6,27,57,57,4,22,95,1
1891,0,0,0,0,27,247,87,2
1892,30,60,90,365,16,612,88,3
1893,27,57,85,85,4,13,90,3
1894,30,60,90,365,9,71,93,1
1895,0,0,0,127,5,359,90,2
1896,0,0,0,0,5,269,100,1
1897,15,45,75,350,28,13,92,3
1898,0,0,0,0,0,17295,98.66666667,3
1899,10,37,61,229,11,4,93,2
1900,19,35,65,65,1,12,100,2
1901,8,26,36,286,95,32,92,2
1902,13,35,59,330,123,33,91,2
1903,12,40,56,322,77,25,90,2
1904,23,53,83,83,6,23,90,3
1905,0,0,1,250,1,65,60,3
1906,0,7,31,303,1,6,100,3
1907,1,7,37,312,6,367,92,1
1908,30,60,90,365,0,17294,97.33333333,3
1909,0,0,0,249,7,537,83,1
1910,7,37,67,342,0,17295,79.33333333,1
1911,0,0,0,249,0,17294,98.66666667,1
1912,16,42,72,347,89,15,95,3
1913,8,17,40,296,187,1,97,1
1914,7,22,52,53,7,6,100,1
1915,0,0,0,249,9,69,89,2
1916,0,20,26,105,23,24,97,3
1917,0,0,0,264,1,858,100,3
1918,7,7,7,7,1,24,100,3
1919,5,12,42,317,62,9,83,3
1920,27,57,87,177,1,131,60,2
1921,9,39,69,344,30,47,96,2
1922,11,41,71,218,10,557,90,2
1923,7,37,67,70,7,128,94,2
1924,0,0,0,0,3,300,90,2
1925,0,6,36,311,10,245,88,2
1926,3,9,32,307,2,14,90,2
1927,19,46,76,351,3,7,93,2
1928,21,47,75,350,2,7,80,2
1929,17,42,72,347,3,5,67,3
1930,13,40,70,345,0,17294,91,3
1931,9,35,62,337,56,1,95,2
1932,16,46,76,196,3,326,87,2
1933,16,40,70,343,44,11,97,2
1934,0,0,0,250,3,126,93,1
1935,19,19,19,275,0,17298,72,3
1936,29,59,89,364,6,12,93,2
1937,29,59,89,364,5,136,96,1
1938,22,52,82,357,13,463,95,3
1939,1,5,16,16,1,47,80,3
1940,0,0,0,219,49,133,97,3
1941,0,0,0,0,0,17295,98.66666667,3
1942,0,0,0,0,8,505,95,3
1943,4,4,15,25,5,40,92,1
1944,1,1,28,28,17,8,98,1
1945,0,0,0,0,1,288,80,3
1946,2,6,19,19,1,74,100,3
1947,0,0,0,0,0,17295,98.66666667,3
1948,12,12,22,35,3,68,100,3
1949,30,60,90,365,0,17298,97.33333333,3
1950,3,22,52,327,11,126,92,2
1951,0,0,0,0,0,17294,98.66666667,2
1952,14,21,51,51,68,7,91,2
1953,9,10,10,70,0,17294,94.66666667,2
1954,13,41,64,335,23,11,96,3
1955,30,60,90,365,0,17294,97.33333333,2
1956,0,10,36,311,1,131,100,1
1957,22,40,70,345,22,47,95,1
1958,0,0,0,0,0,17294,98.66666667,2
1959,0,0,0,0,0,17295,98.66666667,3
1960,6,12,16,213,47,5,97,2
1961,30,60,90,365,17,34,87,2
1962,0,0,0,0,4,58,100,3
1963,11,37,67,158,6,22,93,3
1964,2,2,2,276,17,12,100,3
1965,18,48,78,353,9,23,98,3
1966,4,25,55,330,74,8,93,2
1967,17,47,77,77,0,17295,97,3
1968,9,28,48,318,186,18,95,3
1969,8,25,46,309,226,20,93,3
1970,12,42,72,347,0,17294,97,2
1971,0,4,10,23,8,9,98,3
1972,0,0,0,0,0,17294,98.66666667,3
1973,5,12,37,310,150,4,90,1
1974,17,47,77,352,57,12,90,1
1975,22,48,78,353,96,5,92,1
1976,0,0,0,0,4,274,100,2
1977,0,0,0,0,0,17295,98.66666667,2
1978,0,0,0,0,1,445,80,3
1979,0,0,0,0,3,303,100,2
1980,0,7,20,270,246,2,96,2
1981,0,0,0,0,0,17294,98.66666667,3
1982,0,0,0,0,1,131,80,3
1983,15,45,75,350,2,127,80,3
1984,0,7,37,312,16,310,92,3
1985,0,0,0,0,0,17294,98.66666667,3
1986,10,19,49,324,30,0,94,3
1987,0,0,0,128,15,132,97,2
1988,30,60,90,365,5,683,96,1
1989,30,60,90,365,0,17294,97.33333333,3
1990,0,0,0,250,11,561,95,2
1991,0,0,0,0,2,205,80,3
1992,0,0,0,0,0,17295,98.66666667,3
1993,3,8,8,122,40,18,94,3
1994,7,32,54,187,4,11,95,3
1995,26,48,63,288,5,12,100,3
1996,30,52,81,304,11,82,89,3
1997,0,0,0,0,6,387,90,2
1998,0,0,0,0,10,78,98,3
1999,0,0,0,128,0,17295,98.66666667,1
2000,8,8,8,8,2,629,90,1
2001,0,0,0,0,8,625,91,3
2002,17,40,60,335,5,26,95,2
2003,17,29,59,60,51,6,98,1
2004,11,31,38,39,7,4,97,2
2005,0,0,0,266,0,17295,98.66666667,3
2006,0,0,0,265,0,17294,98.66666667,3
2007,8,37,67,342,95,13,92,1
2008,17,39,65,340,148,5,91,1
2009,0,7,14,263,8,114,98,2
2010,0,0,0,0,8,22,98,2
2011,0,0,0,25,14,62,91,1
2012,0,0,0,0,0,17298,98.66666667,3
2013,0,0,0,0,4,715,90,1
2014,2,4,4,200,95,18,97,3
2015,3,6,13,99,51,7,96,2
2016,14,25,51,52,2,4,90,3
2017,12,33,63,63,8,9,98,3
2018,23,45,75,350,13,12,100,2
2019,16,46,76,351,0,17295,90.33333333,2
2020,21,46,68,340,45,8,91,1
2021,0,0,0,0,6,170,93,3
2022,0,0,0,0,0,17294,98.66666667,3
2023,0,0,0,60,0,17295,98.66666667,2
2024,0,0,0,159,19,339,93,2
2025,0,0,0,158,5,145,88,3
2026,0,6,32,32,1,171,100,2
2027,5,26,54,329,9,22,88,1
2028,19,49,79,354,29,1,96,2
2029,5,5,5,254,85,29,90,1
2030,7,32,62,62,8,1,95,2
2031,26,56,86,86,0,17295,91,3
2032,0,0,0,0,0,17294,98.66666667,3
2033,25,55,85,360,10,67,82,3
2034,21,44,74,164,3,36,93,1
2035,24,52,82,357,45,23,90,1
2036,0,8,38,313,4,584,90,3
2037,0,0,1,22,3,191,100,2
2038,9,11,21,21,5,37,96,1
2039,4,25,53,328,130,7,94,2
2040,0,0,0,0,10,131,98,3
2041,0,0,0,0,6,845,93,2
2042,0,0,0,0,1,609,80,3
2043,0,0,0,0,2,170,90,2
2044,0,0,0,0,9,12,100,3
2045,16,28,28,28,36,57,97,2
2046,4,13,21,184,100,33,94,2
2047,6,16,27,198,274,24,94,2
2048,11,33,48,222,18,18,94,2
2049,6,28,45,222,65,27,93,2
2050,0,0,0,0,0,17295,98.66666667,2
2051,14,21,51,86,54,2,96,3
2052,0,0,0,0,0,17295,98.66666667,3
2053,3,3,3,3,67,5,93,2
2054,0,0,5,280,0,17295,93.33333333,3
2055,0,0,0,0,2,683,90,3
2056,0,0,0,0,0,17294,98.66666667,3
2057,17,44,74,349,13,12,97,2
2058,6,22,52,52,13,15,94,3
2059,0,0,0,0,2,110,100,3
2060,20,46,76,351,6,18,93,1
2061,18,48,78,168,7,10,87,1
2062,0,0,0,0,7,614,77,3
2063,8,38,68,343,2,406,80,3
2064,5,18,41,316,24,22,92,1
2065,0,0,0,159,4,416,90,2
2066,3,3,13,288,51,12,93,1
2067,16,40,70,345,78,23,97,1
2068,29,59,89,364,3,10,100,3
2069,12,33,59,59,119,16,92,1
2070,14,40,69,69,87,15,90,1
2071,9,29,50,51,41,14,90,1
2072,12,27,53,54,107,19,95,1
2073,3,6,24,24,127,16,92,1
2074,5,28,56,56,81,17,87,1
2075,9,31,59,59,142,16,90,1
2076,29,57,87,362,57,8,91,1
2077,0,0,0,0,15,127,96,2
2078,28,58,88,363,3,137,90,3
2079,25,55,85,360,5,6,88,3
2080,1,1,8,283,1,65,100,3
2081,0,0,0,0,1,409,100,1
2082,16,42,72,347,73,8,97,3
2083,3,24,53,328,9,22,93,3
2084,11,20,38,109,29,23,97,2
2085,22,52,82,357,6,8,100,3
2086,21,51,81,356,1,96,100,1
2087,0,10,40,315,0,17298,95,1
2088,16,46,76,77,6,57,96,2
2089,0,0,0,0,11,496,98,1
2090,14,44,74,164,40,2,98,2
2091,30,60,90,365,6,25,60,3
2092,30,58,88,363,24,16,84,1
2093,22,52,82,357,107,13,94,1
2094,28,58,88,363,0,17295,96.33333333,3
2095,0,0,0,0,0,17295,98.66666667,3
2096,0,0,0,0,9,313,96,2
2097,0,0,0,0,6,689,93,2
2098,13,28,42,293,146,5,92,3
2099,14,39,54,311,60,12,93,3
2100,15,40,70,345,90,12,92,3
2101,0,0,0,0,0,17295,98.66666667,3
2102,4,24,51,67,26,47,93,2
2103,0,0,0,127,2,347,100,1
2104,30,60,90,365,0,17295,97.33333333,3
2105,0,0,0,0,0,17295,98.66666667,3
2106,0,0,0,0,6,603,96,1
2107,2,2,7,142,7,13,90,3
2108,0,0,0,97,2,295,90,3
2109,4,21,41,313,14,151,74,2
2110,10,21,50,322,36,22,75,2
2111,13,34,50,309,50,29,83,2
2112,15,42,72,347,1,116,89.66666667,1
2113,0,0,0,70,0,17294,98.66666667,3
2114,27,57,87,270,5,21,84,3
2115,2,31,61,61,5,37,92,3
2116,0,0,0,90,0,17295,98.66666667,3
2117,15,39,64,334,176,20,89,2
2118,0,0,0,0,1,429,80,3
2119,0,0,24,24,44,6,89,3
2120,0,0,0,0,1,472,100,3
2121,13,28,58,59,50,26,87,1
2122,11,36,62,62,55,1,88,2
2123,18,45,68,68,95,1,89,2
2124,28,58,88,363,2,161,100,1
2125,4,14,20,226,12,0,98,1
2126,20,43,43,264,1,159,100,1
2127,8,9,11,187,62,50,91,1
2128,15,29,59,334,3,98,100,3
2129,17,26,26,63,12,29,98,1
2130,0,7,37,127,1,1767,97,1
2131,0,0,0,0,0,17295,98.66666667,2
2132,3,3,3,3,2,66,100,3
2133,6,11,41,41,9,23,89,3
2134,0,8,38,313,1,147,100,3
2135,0,10,40,315,4,348,100,3
2136,1,1,1,1,13,99,92,3
2137,0,0,0,0,0,17295,98.66666667,1
2138,0,0,11,11,70,68,90,2
2139,2,32,62,337,5,30,80,3
2140,0,0,0,0,5,493,88,3
2141,0,0,0,91,1,498,100,2
2142,30,60,90,365,0,17295,97.33333333,1
2143,28,57,87,362,32,31,89,3
2144,0,27,57,332,0,17294,93.33333333,3
2145,0,7,37,312,7,154,90,3
2146,24,54,84,359,14,51,89,3
2147,6,6,19,20,7,21,89,2
2148,27,57,87,362,0,17294,86.66666667,3
2149,0,0,0,0,0,17295,98.66666667,3
2150,0,0,0,0,49,43,91,2
2151,0,0,0,0,52,137,97,2
2152,7,19,20,21,4,9,95,3
2153,0,0,0,0,1,311,100,3
2154,10,34,60,333,201,6,94,1
2155,10,26,34,81,12,19,97,1
2156,22,44,65,123,6,85,83,1
2157,15,26,30,75,1,375,100,1
2158,14,27,36,80,2,130,90,1
2159,12,27,35,61,14,20,91,1
2160,23,46,66,173,1,196,97.33333333,2
2161,21,47,69,178,4,47,90,1
2162,15,17,26,138,62,53,95,1
2163,22,36,60,172,7,42,83,1
2164,8,27,40,41,96,20,98,1
2165,1,1,1,6,15,7,95,2
2166,0,4,34,125,100,12,98,1
2167,0,5,35,125,10,149,94,1
2168,0,0,0,0,0,17295,98.66666667,3
2169,0,0,0,0,10,358,72,2
2170,4,4,4,254,25,129,92,1
2171,14,36,48,312,13,139,97,1
2172,19,42,64,79,152,1,97,2
2173,9,30,60,286,79,36,92,2
2174,0,0,0,92,0,17295,98.66666667,3
2175,16,32,36,311,18,8,100,3
2176,17,47,77,77,3,30,100,3
2177,15,31,58,277,20,8,95,2
2178,0,0,0,0,0,17295,98.66666667,1
2179,0,0,0,0,1,649,80,1
2180,16,42,72,128,16,1,99,1
2181,0,22,52,52,9,74,98,3
2182,12,37,67,68,54,5,99,2
2183,0,0,0,0,0,17294,98.66666667,3
2184,0,0,0,0,0,17295,98.66666667,3
2185,29,59,89,179,1,170,20,3
2186,28,58,88,363,3,35,87,3
2187,19,26,26,56,5,3,92,3
2188,10,40,64,106,284,5,96,2
2189,0,0,0,0,3,9,93,2
2190,17,47,70,345,11,304,84,2
2191,19,36,48,310,7,81,93,2
2192,0,0,0,0,1,492,100,3
2193,0,0,0,0,0,17295,98.66666667,2
2194,19,46,76,76,21,140,95,3
2195,18,48,78,353,21,105,93,3
2196,22,28,58,333,21,22,91,1
2197,10,20,50,50,23,5,99,3
2198,0,0,0,0,0,17295,98.66666667,3
2199,0,0,22,251,6,54,97,2
2200,0,0,0,128,49,65,98,2
2201,3,8,38,313,10,21,84,3
2202,0,0,0,159,37,22,88,1
2203,0,0,0,0,0,17295,98.66666667,3
2204,0,0,0,218,1,37,100,3
2205,29,59,89,364,2,45,100,3
2206,0,0,0,261,4,491,90,2
2207,0,0,0,128,0,17295,98.66666667,3
2208,20,50,80,80,4,6,90,3
2209,0,0,0,0,9,98,88,2
2210,0,0,0,0,4,252,95,2
2211,15,19,43,44,15,1,95,1
2212,0,0,0,0,0,17295,98.66666667,3
2213,4,4,4,222,25,42,90,3
2214,29,59,89,180,3,7,100,3
2215,26,56,86,294,3,32,93,1
2216,0,0,0,0,0,17294,98.66666667,2
2217,0,0,0,0,0,17298,98.66666667,3
2218,27,57,87,362,8,23,94,1
2219,22,52,82,357,1,722,100,1
2220,9,39,69,69,5,12,80,1
2221,11,41,71,346,31,1,94,1
2222,30,60,90,365,2,481,80,1
2223,1,1,28,29,7,21,86,3
2224,7,7,12,266,47,11,98,1
2225,30,60,90,365,2,1247,94,2
2226,0,0,0,0,0,17295,98.66666667,1
2227,30,60,90,365,0,17295,97.33333333,3
2228,30,60,90,361,1,192,100,3
2229,23,53,83,358,15,22,94,1
2230,30,60,90,365,2,350,90,3
2231,29,59,89,364,2,13,100,2
2232,11,35,60,135,209,11,96,3
2233,8,8,8,255,79,10,97,2
2234,9,9,16,16,3,4,93,2
2235,9,39,69,70,32,123,96,1
2236,16,46,76,351,1,21,60,2
2237,29,58,88,363,134,23,92,2
2238,21,46,72,347,117,23,91,2
2239,12,26,35,262,24,21,84,2
2240,8,19,32,246,76,22,91,2
2241,10,19,34,270,87,18,88,2
