property_id,reviews_acc,reviews_cleanliness,reviews_checkin,reviews_communication,reviews_location,reviews_value,reviews_per_month,extra,Host Is Superhost,Host Has Profile Pic,Host Identity Verified,Is Location Exact,Instant Bookable,Require Guest Profile Picture,Require Guest Phone Verification
372,10.0,9.0,10.0,10.0,9.0,10.0,1.48,"Host Is Superhost, Host Has Profile Pic, Host Identity Verified, Is Location Exact",True,True,True,True,False,False,False
373,10.0,10.0,10.0,10.0,9.0,9.0,2.53,"Host Is Superhost, Host Has Profile Pic, Host Identity Verified, Is Location Exact",True,True,True,True,False,False,False
374,10.0,10.0,10.0,10.0,10.0,10.0,0.1,"Host Has Profile Pic, Host Identity Verified",False,True,True,False,False,False,False
375,9.0,7.0,9.0,9.0,9.0,9.0,1.07,"Host Has Profile Pic, Host Identity Verified",False,True,True,False,False,False,False
376,10.0,10.0,10.0,10.0,8.0,8.0,1.0,Host Has Profile Pic,False,True,False,False,False,False,False
377,10.0,10.0,10.0,10.0,9.0,10.0,9.75,"Host Is Superhost, Host Has Profile Pic, Is Location Exact",True,True,False,True,False,False,False
378,9.0,8.0,10.0,10.0,8.0,9.0,4.43,"Host Has Profile Pic, Instant Bookable",False,True,False,False,True,False,False
379,9.0,9.0,9.0,10.0,9.0,9.0,6.76,"Host Has Profile Pic, Is Location Exact, Instant Bookable",False,True,False,True,True,False,False
380,10.0,10.0,10.0,10.0,10.0,10.0,1.0,"Host Has Profile Pic, Is Location Exact, Instant Bookable",False,True,False,True,True,False,False
381,10.0,10.0,10.0,10.0,10.0,10.0,2.12,"Host Is Superhost, Host Has Profile Pic, Host Identity Verified",True,True,True,False,False,False,False
382,10.0,10.0,10.0,10.0,9.0,10.0,1.36,"Host Has Profile Pic, Instant Bookable",False,True,False,False,True,False,False
383,10.0,10.0,10.0,10.0,9.0,9.0,0.81,"Host Has Profile Pic, Is Location Exact, Instant Bookable",False,True,False,True,True,False,False
384,10.0,10.0,10.0,10.0,9.0,9.0,1.76,"Host Has Profile Pic, Host Identity Verified, Is Location Exact",False,True,True,True,False,False,False
385,10.0,9.0,10.0,10.0,10.0,9.0,0.04,"Host Has Profile Pic, Is Location Exact",False,True,False,True,False,False,False
386,10.0,10.0,10.0,10.0,9.0,10.0,8.02,"Host Has Profile Pic, Is Location Exact, Instant Bookable",False,True,False,True,True,False,False
387,10.0,10.0,10.0,10.0,10.0,10.0,1.0,"Host Has Profile Pic, Is Location Exact",False,True,False,True,False,False,False
388,10.0,10.0,10.0,10.0,9.0,9.0,0.91,"Host Has Profile Pic, Is Location Exact",False,True,False,True,False,False,False
389,10.0,9.0,10.0,10.0,9.0,9.0,0.8,"Host Has Profile Pic, Host Identity Verified, Is Location Exact",False,True,True,True,False,False,False
390,10.0,9.0,10.0,10.0,9.0,9.0,2.29,"Host Has Profile Pic, Is Location Exact",False,True,False,True,False,False,False
391,10.0,10.0,10.0,10.0,9.0,9.0,0.09,"Host Has Profile Pic, Host Identity Verified, Is Location Exact",False,True,True,True,False,False,False
392,10.0,10.0,10.0,10.0,9.0,9.0,3.66,"Host Has Profile Pic, Is Location Exact, Instant Bookable",False,True,False,True,True,False,False
393,9.0,9.0,9.0,9.0,9.0,9.0,6.36,"Host Has Profile Pic, Is Location Exact, Instant Bookable",False,True,False,True,True,False,False
394,10.0,10.0,10.0,10.0,10.0,10.0,1.0,Host Has Profile Pic,False,True,False,False,False,False,False
395,8.0,4.0,8.0,10.0,8.0,6.0,0.14,"Host Has Profile Pic, Is Location Exact",False,True,False,True,False,False,False
396,10.0,10.0,10.0,10.0,10.0,10.0,3.11,"Host Has Profile Pic, Is Location Exact",False,True,False,True,False,False,False
397,10.0,10.0,10.0,10.0,9.0,9.0,0.94,"Host Has Profile Pic, Is Location Exact, Instant Bookable",False,True,False,True,True,False,False
398,9.0,7.0,9.0,9.0,9.0,9.0,4.09,"Host Has Profile Pic, Instant Bookable",False,True,False,False,True,False,False
399,9.0,9.0,9.0,9.0,9.0,9.0,4.71,"Host Has Profile Pic, Host Identity Verified, Is Location Exact, Instant Bookable",False,True,True,True,True,False,False
400,9.0,9.0,9.0,9.0,9.0,9.0,2.89,"Host Has Profile Pic, Host Identity Verified, Is Location Exact, Instant Bookable",False,True,True,True,True,False,False
401,9.0,9.0,9.0,9.0,9.0,9.0,4.18,"Host Has Profile Pic, Host Identity Verified, Is Location Exact, Instant Bookable",False,True,True,True,True,False,False
402,9.0,9.0,9.0,9.0,9.0,9.0,5.37,"Host Has Profile Pic, Host Identity Verified, Is Location Exact, Instant Bookable",False,True,True,True,True,False,False
403,10.0,10.0,10.0,10.0,9.0,9.0,0.91,"Host Has Profile Pic, Is Location Exact",False,True,False,True,False,False,False
404,9.0,9.0,9.0,8.0,10.0,9.0,0.89,"Host Has Profile Pic, Is Location Exact, Instant Bookable",False,True,False,True,True,False,False
405,10.0,10.0,10.0,10.0,9.0,9.0,0.91,"Host Has Profile Pic, Instant Bookable",False,True,False,False,True,False,False
406,10.0,9.0,10.0,10.0,9.0,10.0,2.29,"Host Has Profile Pic, Host Identity Verified, Is Location Exact",False,True,True,True,False,False,False
407,10.0,10.0,10.0,10.0,9.0,9.0,0.91,"Host Has Profile Pic, Host Identity Verified, Is Location Exact",False,True,True,True,False,False,False
408,10.0,9.0,10.0,9.0,8.0,9.0,2.25,"Host Has Profile Pic, Host Identity Verified, Is Location Exact, Instant Bookable",False,True,True,True,True,False,False
409,10.0,10.0,10.0,10.0,9.0,10.0,2.93,"Host Has Profile Pic, Host Identity Verified, Is Location Exact, Instant Bookable",False,True,True,True,True,False,False
410,10.0,9.0,10.0,10.0,9.0,9.0,0.69,Host Has Profile Pic,False,True,False,False,False,False,False
411,10.0,10.0,10.0,10.0,9.0,10.0,4.04,"Host Has Profile Pic, Host Identity Verified, Is Location Exact, Instant Bookable",False,True,True,True,True,False,False
412,10.0,10.0,10.0,10.0,10.0,10.0,3.33,"Host Has Profile Pic, Host Identity Verified, Is Location Exact, Instant Bookable",False,True,True,True,True,False,False
413,10.0,10.0,10.0,10.0,10.0,10.0,1.84,"Host Has Profile Pic, Host Identity Verified, Is Location Exact, Instant Bookable",False,True,True,True,True,False,False
414,9.0,9.0,9.0,9.0,9.0,10.0,1.62,"Host Has Profile Pic, Host Identity Verified, Is Location Exact",False,True,True,True,False,False,False
415,10.0,10.0,10.0,10.0,9.0,9.0,0.91,"Host Has Profile Pic, Host Identity Verified, Is Location Exact, Instant Bookable",False,True,True,True,True,False,False
416,10.0,10.0,10.0,10.0,9.0,9.0,0.91,"Host Has Profile Pic, Is Location Exact",False,True,False,True,False,False,False
417,10.0,10.0,10.0,10.0,10.0,10.0,1.67,"Host Has Profile Pic, Host Identity Verified, Is Location Exact, Instant Bookable",False,True,True,True,True,False,False
418,9.0,9.0,10.0,9.0,9.0,10.0,0.61,"Host Is Superhost, Host Has Profile Pic, Host Identity Verified, Is Location Exact",True,True,True,True,False,False,False
419,8.0,8.0,10.0,10.0,8.0,9.0,0.15,"Host Is Superhost, Host Has Profile Pic, Host Identity Verified, Is Location Exact",True,True,True,True,False,False,False
420,10.0,9.0,10.0,10.0,10.0,9.0,7.02,"Host Has Profile Pic, Host Identity Verified, Is Location Exact, Instant Bookable",False,True,True,True,True,False,False
421,10.0,6.0,10.0,10.0,10.0,8.0,0.28,"Host Has Profile Pic, Host Identity Verified, Is Location Exact, Instant Bookable",False,True,True,True,True,False,False
422,10.0,10.0,10.0,10.0,9.0,10.0,3.03,"Host Is Superhost, Host Has Profile Pic, Is Location Exact, Instant Bookable",True,True,False,True,True,False,False
423,10.0,10.0,10.0,10.0,9.0,9.0,0.91,"Host Has Profile Pic, Is Location Exact",False,True,False,True,False,False,False
424,10.0,4.0,10.0,10.0,8.0,9.0,0.38,"Host Has Profile Pic, Host Identity Verified, Instant Bookable",False,True,True,False,True,False,False
425,10.0,10.0,10.0,10.0,10.0,10.0,1.44,"Host Is Superhost, Host Has Profile Pic, Host Identity Verified",True,True,True,False,False,False,False
426,7.0,7.0,9.0,9.0,7.0,8.0,1.08,"Host Has Profile Pic, Host Identity Verified",False,True,True,False,False,False,False
427,10.0,10.0,10.0,10.0,9.0,9.0,0.91,"Host Has Profile Pic, Host Identity Verified, Is Location Exact",False,True,True,True,False,False,False
428,9.0,9.0,9.0,9.0,10.0,9.0,2.23,"Host Has Profile Pic, Instant Bookable",False,True,False,False,True,False,False
429,9.0,9.0,10.0,9.0,10.0,9.0,1.26,"Host Has Profile Pic, Is Location Exact, Instant Bookable",False,True,False,True,True,False,False
430,9.0,9.0,9.0,10.0,10.0,9.0,0.91,"Host Has Profile Pic, Is Location Exact, Instant Bookable",False,True,False,True,True,False,False
431,9.0,9.0,10.0,10.0,10.0,9.0,0.84,"Host Has Profile Pic, Is Location Exact, Instant Bookable",False,True,False,True,True,False,False
432,10.0,9.0,10.0,10.0,10.0,9.0,2.72,"Host Has Profile Pic, Is Location Exact, Instant Bookable",False,True,False,True,True,False,False
433,9.0,9.0,9.0,9.0,10.0,9.0,1.73,"Host Has Profile Pic, Is Location Exact, Instant Bookable",False,True,False,True,True,False,False
434,10.0,9.0,10.0,10.0,9.0,10.0,2.81,"Host Has Profile Pic, Host Identity Verified, Is Location Exact",False,True,True,True,False,False,False
435,10.0,10.0,10.0,10.0,9.0,9.0,0.91,"Host Has Profile Pic, Instant Bookable",False,True,False,False,True,False,False
436,10.0,10.0,10.0,10.0,9.0,10.0,4.09,"Host Has Profile Pic, Is Location Exact",False,True,False,True,False,False,False
437,8.0,7.0,9.0,9.0,8.0,8.0,0.86,"Host Has Profile Pic, Is Location Exact",False,True,False,True,False,False,False
438,10.0,10.0,10.0,10.0,10.0,10.0,5.0,"Host Has Profile Pic, Host Identity Verified, Is Location Exact, Instant Bookable",False,True,True,True,True,False,False
439,9.0,10.0,10.0,10.0,9.0,9.0,0.61,Host Has Profile Pic,False,True,False,False,False,False,False
440,10.0,10.0,10.0,10.0,8.0,9.0,0.78,"Host Has Profile Pic, Host Identity Verified, Is Location Exact",False,True,True,True,False,False,False
441,9.0,10.0,9.0,9.0,10.0,9.0,1.91,"Host Has Profile Pic, Is Location Exact, Instant Bookable",False,True,False,True,True,False,False
442,10.0,10.0,10.0,10.0,9.0,9.0,0.91,"Host Has Profile Pic, Is Location Exact, Instant Bookable",False,True,False,True,True,False,False
443,10.0,9.0,9.0,9.0,9.0,9.0,0.59,"Host Has Profile Pic, Host Identity Verified, Is Location Exact",False,True,True,True,False,False,False
444,9.0,9.0,10.0,10.0,10.0,9.0,0.11,"Host Has Profile Pic, Is Location Exact",False,True,False,True,False,False,False
445,10.0,10.0,9.0,10.0,9.0,9.0,3.55,"Host Has Profile Pic, Host Identity Verified, Is Location Exact",False,True,True,True,False,False,False
446,9.0,9.0,10.0,10.0,10.0,9.0,3.04,"Host Has Profile Pic, Is Location Exact",False,True,False,True,False,False,False
447,9.0,9.0,10.0,9.0,10.0,9.0,6.0,"Host Has Profile Pic, Instant Bookable",False,True,False,False,True,False,False
448,9.0,9.0,9.0,10.0,9.0,9.0,0.66,Host Has Profile Pic,False,True,False,False,False,False,False
449,10.0,10.0,9.0,10.0,10.0,10.0,2.0,"Host Has Profile Pic, Is Location Exact, Instant Bookable",False,True,False,True,True,False,False
450,10.0,10.0,10.0,10.0,10.0,10.0,1.21,Host Has Profile Pic,False,True,False,False,False,False,False
451,8.0,10.0,10.0,8.0,8.0,8.0,1.0,"Host Has Profile Pic, Instant Bookable",False,True,False,False,True,False,False
452,10.0,9.0,10.0,10.0,10.0,10.0,1.6,"Host Has Profile Pic, Is Location Exact, Instant Bookable",False,True,False,True,True,False,False
453,10.0,10.0,10.0,10.0,9.0,9.0,0.34,"Host Has Profile Pic, Host Identity Verified, Is Location Exact",False,True,True,True,False,False,False
454,10.0,10.0,10.0,9.0,9.0,10.0,5.37,"Host Is Superhost, Host Has Profile Pic, Is Location Exact",True,True,False,True,False,False,False
455,10.0,10.0,10.0,9.0,8.0,10.0,5.7,"Host Is Superhost, Host Has Profile Pic",True,True,False,False,False,False,False
456,8.0,8.0,8.0,8.0,10.0,8.0,0.36,"Host Has Profile Pic, Is Location Exact, Instant Bookable",False,True,False,True,True,False,False
457,10.0,9.0,9.0,10.0,9.0,9.0,1.13,"Host Has Profile Pic, Host Identity Verified",False,True,True,False,False,False,False
458,9.0,10.0,10.0,10.0,10.0,9.0,3.71,Host Has Profile Pic,False,True,False,False,False,False,False
459,8.0,9.0,9.0,9.0,7.0,7.0,1.26,Host Has Profile Pic,False,True,False,False,False,False,False
460,10.0,10.0,10.0,10.0,10.0,10.0,0.66,"Host Has Profile Pic, Is Location Exact",False,True,False,True,False,False,False
461,10.0,9.0,9.0,10.0,7.0,9.0,0.16,"Host Has Profile Pic, Is Location Exact",False,True,False,True,False,False,False
462,10.0,10.0,10.0,10.0,9.0,9.0,0.24,"Host Has Profile Pic, Is Location Exact",False,True,False,True,False,False,False
463,8.0,8.0,10.0,9.0,10.0,9.0,0.24,"Host Has Profile Pic, Is Location Exact",False,True,False,True,False,False,False
464,10.0,10.0,10.0,10.0,9.0,9.0,0.91,"Host Has Profile Pic, Instant Bookable",False,True,False,False,True,False,False
465,9.0,9.0,10.0,10.0,9.0,9.0,1.22,"Host Has Profile Pic, Is Location Exact, Instant Bookable",False,True,False,True,True,False,False
466,10.0,10.0,10.0,10.0,9.0,9.0,0.91,"Host Has Profile Pic, Host Identity Verified, Is Location Exact",False,True,True,True,False,False,False
467,10.0,10.0,10.0,10.0,9.0,9.0,0.91,"Host Has Profile Pic, Instant Bookable",False,True,False,False,True,False,False
468,8.0,8.0,8.0,8.0,8.0,8.0,0.72,"Host Has Profile Pic, Is Location Exact, Instant Bookable",False,True,False,True,True,False,False
469,9.0,9.0,10.0,10.0,9.0,9.0,8.28,"Host Has Profile Pic, Instant Bookable",False,True,False,False,True,False,False
470,10.0,10.0,10.0,10.0,10.0,8.0,0.23,"Host Has Profile Pic, Is Location Exact",False,True,False,True,False,False,False
471,10.0,10.0,10.0,10.0,10.0,10.0,0.12,"Host Has Profile Pic, Is Location Exact",False,True,False,True,False,False,False
472,10.0,8.0,9.0,10.0,10.0,10.0,1.01,"Host Has Profile Pic, Host Identity Verified",False,True,True,False,False,False,False
473,10.0,10.0,10.0,10.0,10.0,10.0,1.0,"Host Has Profile Pic, Host Identity Verified, Is Location Exact",False,True,True,True,False,False,False
474,10.0,10.0,10.0,9.0,10.0,9.0,0.43,"Host Has Profile Pic, Host Identity Verified, Is Location Exact",False,True,True,True,False,False,False
475,10.0,10.0,9.0,8.0,10.0,9.0,3.0,"Host Has Profile Pic, Is Location Exact, Instant Bookable",False,True,False,True,True,False,False
476,6.0,10.0,10.0,10.0,10.0,8.0,0.37,"Host Has Profile Pic, Is Location Exact, Instant Bookable",False,True,False,True,True,False,False
477,10.0,10.0,10.0,10.0,10.0,10.0,6.75,"Host Is Superhost, Host Has Profile Pic, Is Location Exact, Instant Bookable",True,True,False,True,True,False,False
478,10.0,10.0,10.0,10.0,9.0,10.0,2.07,Host Has Profile Pic,False,True,False,False,False,False,False
479,10.0,10.0,10.0,10.0,10.0,9.0,4.33,"Host Has Profile Pic, Host Identity Verified, Is Location Exact, Instant Bookable",False,True,True,True,True,False,False
480,10.0,10.0,10.0,10.0,9.0,10.0,5.0,"Host Has Profile Pic, Is Location Exact, Instant Bookable",False,True,False,True,True,False,False
481,9.0,10.0,9.0,9.0,10.0,9.0,1.57,"Host Has Profile Pic, Is Location Exact",False,True,False,True,False,False,False
482,9.0,9.0,9.0,9.0,10.0,9.0,4.35,"Host Has Profile Pic, Is Location Exact, Instant Bookable",False,True,False,True,True,False,False
483,10.0,10.0,10.0,10.0,9.0,9.0,0.32,Host Has Profile Pic,False,True,False,False,False,False,False
484,10.0,10.0,10.0,9.0,9.0,9.0,1.13,"Host Has Profile Pic, Instant Bookable",False,True,False,False,True,False,False
485,10.0,10.0,10.0,10.0,9.0,9.0,0.91,"Host Has Profile Pic, Is Location Exact",False,True,False,True,False,False,False
486,10.0,10.0,9.0,10.0,9.0,9.0,0.38,"Host Has Profile Pic, Host Identity Verified, Is Location Exact",False,True,True,True,False,False,False
487,10.0,10.0,10.0,10.0,8.0,10.0,0.81,"Host Has Profile Pic, Is Location Exact, Instant Bookable",False,True,False,True,True,False,False
488,10.0,10.0,9.0,10.0,8.0,8.0,5.0,"Host Has Profile Pic, Is Location Exact, Instant Bookable",False,True,False,True,True,False,False
489,10.0,10.0,10.0,10.0,9.0,10.0,6.0,"Host Has Profile Pic, Is Location Exact, Instant Bookable",False,True,False,True,True,False,False
490,10.0,10.0,10.0,10.0,9.0,10.0,0.91,"Host Has Profile Pic, Is Location Exact, Instant Bookable",False,True,False,True,True,False,False
491,10.0,10.0,10.0,10.0,10.0,9.0,1.91,"Host Has Profile Pic, Host Identity Verified, Is Location Exact",False,True,True,True,False,False,False
492,10.0,10.0,10.0,10.0,9.0,9.0,0.05,"Host Has Profile Pic, Is Location Exact",False,True,False,True,False,False,False
493,10.0,9.0,10.0,10.0,9.0,9.0,0.14,"Host Has Profile Pic, Is Location Exact",False,True,False,True,False,False,False
494,10.0,10.0,10.0,10.0,10.0,10.0,0.05,"Host Has Profile Pic, Host Identity Verified",False,True,True,False,False,False,False
495,10.0,10.0,10.0,10.0,9.0,10.0,6.88,"Host Has Profile Pic, Is Location Exact",False,True,False,True,False,False,False
496,10.0,10.0,10.0,10.0,10.0,10.0,9.09,"Host Is Superhost, Host Has Profile Pic, Host Identity Verified, Instant Bookable",True,True,True,False,True,False,False
497,9.0,10.0,10.0,10.0,10.0,9.0,3.82,"Host Has Profile Pic, Is Location Exact, Instant Bookable",False,True,False,True,True,False,False
498,10.0,9.0,10.0,10.0,10.0,10.0,10.24,"Host Has Profile Pic, Host Identity Verified, Is Location Exact, Instant Bookable",False,True,True,True,True,False,False
499,10.0,9.0,9.0,9.0,10.0,9.0,2.67,"Host Has Profile Pic, Is Location Exact",False,True,False,True,False,False,False
500,10.0,8.0,10.0,10.0,10.0,10.0,0.16,"Host Has Profile Pic, Host Identity Verified",False,True,True,False,False,False,False
501,7.0,8.0,9.0,9.0,8.0,8.0,0.49,"Host Has Profile Pic, Host Identity Verified",False,True,True,False,False,False,False
502,10.0,10.0,10.0,10.0,10.0,10.0,0.37,"Host Has Profile Pic, Is Location Exact",False,True,False,True,False,False,False
503,9.0,10.0,10.0,9.0,9.0,10.0,0.8,"Host Has Profile Pic, Is Location Exact",False,True,False,True,False,False,False
504,10.0,10.0,10.0,10.0,9.0,9.0,1.66,"Host Has Profile Pic, Is Location Exact, Instant Bookable",False,True,False,True,True,False,False
505,10.0,10.0,10.0,10.0,9.0,9.0,0.91,"Host Has Profile Pic, Is Location Exact",False,True,False,True,False,False,False
506,10.0,10.0,10.0,10.0,9.0,9.0,0.03,"Host Has Profile Pic, Is Location Exact",False,True,False,True,False,False,False
507,6.0,8.0,10.0,9.0,8.0,8.0,0.18,"Host Has Profile Pic, Is Location Exact",False,True,False,True,False,False,False
508,10.0,10.0,10.0,10.0,9.0,9.0,0.91,"Host Has Profile Pic, Is Location Exact",False,True,False,True,False,False,False
509,8.0,10.0,10.0,10.0,8.0,6.0,0.03,"Host Has Profile Pic, Is Location Exact",False,True,False,True,False,False,False
510,10.0,10.0,10.0,10.0,9.0,9.0,0.91,"Host Has Profile Pic, Is Location Exact",False,True,False,True,False,False,False
511,6.0,7.0,6.0,7.0,7.0,6.0,0.21,"Host Has Profile Pic, Is Location Exact",False,True,False,True,False,False,False
512,10.0,10.0,10.0,10.0,10.0,10.0,0.32,"Host Has Profile Pic, Host Identity Verified, Is Location Exact",False,True,True,True,False,False,False
513,9.0,9.0,9.0,9.0,9.0,9.0,0.21,"Host Has Profile Pic, Host Identity Verified, Is Location Exact",False,True,True,True,False,False,False
514,8.0,9.0,7.0,8.0,8.0,7.0,0.1,"Host Has Profile Pic, Host Identity Verified, Is Location Exact",False,True,True,True,False,False,False
515,10.0,10.0,10.0,10.0,9.0,10.0,0.2,"Host Has Profile Pic, Host Identity Verified, Is Location Exact",False,True,True,True,False,False,False
516,10.0,10.0,10.0,10.0,10.0,10.0,0.49,"Host Has Profile Pic, Host Identity Verified, Is Location Exact",False,True,True,True,False,False,False
517,9.0,10.0,9.0,9.0,7.0,8.0,2.36,"Host Has Profile Pic, Is Location Exact, Instant Bookable",False,True,False,True,True,False,False
518,10.0,9.0,9.0,10.0,9.0,9.0,1.6,"Host Has Profile Pic, Is Location Exact",False,True,False,True,False,False,False
519,10.0,10.0,10.0,10.0,9.0,9.0,0.91,"Host Has Profile Pic, Instant Bookable",False,True,False,False,True,False,False
520,10.0,10.0,10.0,10.0,9.0,9.0,0.91,"Host Has Profile Pic, Is Location Exact, Instant Bookable",False,True,False,True,True,False,False
521,10.0,10.0,10.0,10.0,10.0,10.0,3.9,"Host Has Profile Pic, Is Location Exact",False,True,False,True,False,False,False
522,10.0,9.0,10.0,10.0,9.0,9.0,6.79,"Host Has Profile Pic, Instant Bookable",False,True,False,False,True,False,False
523,10.0,8.0,10.0,10.0,10.0,10.0,0.12,"Host Has Profile Pic, Host Identity Verified, Is Location Exact",False,True,True,True,False,False,False
524,10.0,10.0,10.0,9.0,8.0,9.0,3.66,"Host Has Profile Pic, Is Location Exact",False,True,False,True,False,False,False
525,10.0,10.0,9.0,9.0,8.0,10.0,3.16,"Host Has Profile Pic, Is Location Exact",False,True,False,True,False,False,False
526,10.0,10.0,10.0,10.0,9.0,9.0,0.91,Host Has Profile Pic,False,True,False,False,False,False,False
527,10.0,10.0,10.0,10.0,10.0,10.0,2.86,"Host Has Profile Pic, Is Location Exact",False,True,False,True,False,False,False
528,10.0,10.0,10.0,10.0,9.0,10.0,1.01,"Host Has Profile Pic, Host Identity Verified, Is Location Exact, Instant Bookable",False,True,True,True,True,False,False
529,9.0,9.0,10.0,10.0,9.0,10.0,0.32,"Host Has Profile Pic, Host Identity Verified, Is Location Exact, Instant Bookable",False,True,True,True,True,False,False
530,8.0,10.0,10.0,10.0,10.0,10.0,0.23,"Host Has Profile Pic, Host Identity Verified, Is Location Exact, Instant Bookable",False,True,True,True,True,False,False
531,10.0,9.0,10.0,10.0,9.0,9.0,1.36,"Host Has Profile Pic, Host Identity Verified, Is Location Exact, Instant Bookable",False,True,True,True,True,False,False
532,9.0,9.0,10.0,10.0,9.0,9.0,1.53,"Host Has Profile Pic, Host Identity Verified, Is Location Exact, Instant Bookable",False,True,True,True,True,False,False
533,10.0,10.0,10.0,10.0,9.0,10.0,0.34,"Host Has Profile Pic, Host Identity Verified",False,True,True,False,False,False,False
534,10.0,10.0,9.0,10.0,10.0,9.0,6.24,"Host Has Profile Pic, Host Identity Verified, Is Location Exact, Instant Bookable",False,True,True,True,True,False,False
535,10.0,10.0,9.0,10.0,10.0,9.0,5.56,"Host Has Profile Pic, Host Identity Verified, Is Location Exact, Instant Bookable",False,True,True,True,True,False,False
536,10.0,9.0,10.0,10.0,10.0,9.0,7.14,"Host Has Profile Pic, Host Identity Verified, Is Location Exact, Instant Bookable",False,True,True,True,True,False,False
537,10.0,10.0,9.0,10.0,10.0,9.0,7.42,"Host Has Profile Pic, Host Identity Verified, Is Location Exact, Instant Bookable",False,True,True,True,True,False,False
538,10.0,9.0,9.0,10.0,9.0,9.0,7.26,"Host Has Profile Pic, Host Identity Verified, Is Location Exact, Instant Bookable",False,True,True,True,True,False,False
539,9.0,9.0,10.0,10.0,10.0,9.0,6.25,"Host Has Profile Pic, Host Identity Verified, Is Location Exact, Instant Bookable",False,True,True,True,True,False,False
540,10.0,9.0,9.0,10.0,10.0,9.0,7.99,"Host Has Profile Pic, Host Identity Verified, Is Location Exact, Instant Bookable",False,True,True,True,True,False,False
541,10.0,10.0,10.0,10.0,10.0,10.0,7.74,"Host Has Profile Pic, Instant Bookable",False,True,False,False,True,False,False
542,10.0,10.0,9.0,9.0,10.0,10.0,3.56,"Host Has Profile Pic, Is Location Exact, Instant Bookable",False,True,False,True,True,False,False
543,10.0,8.0,10.0,10.0,9.0,6.0,2.0,"Host Has Profile Pic, Host Identity Verified, Instant Bookable",False,True,True,False,True,False,False
544,10.0,9.0,10.0,10.0,10.0,10.0,1.48,Host Has Profile Pic,False,True,False,False,False,False,False
545,10.0,10.0,10.0,10.0,10.0,10.0,1.0,"Host Has Profile Pic, Is Location Exact",False,True,False,True,False,False,False
546,10.0,10.0,9.0,10.0,9.0,9.0,1.3,"Host Has Profile Pic, Is Location Exact",False,True,False,True,False,False,False
547,10.0,10.0,10.0,10.0,9.0,9.0,0.91,"Host Has Profile Pic, Is Location Exact",False,True,False,True,False,False,False
548,9.0,8.0,8.0,10.0,9.0,10.0,2.17,Host Has Profile Pic,False,True,False,False,False,False,False
549,9.0,9.0,10.0,10.0,9.0,7.0,0.48,Host Has Profile Pic,False,True,False,False,False,False,False
550,9.0,8.0,9.0,9.0,9.0,7.0,0.91,"Host Has Profile Pic, Is Location Exact, Instant Bookable",False,True,False,True,True,False,False
551,10.0,10.0,10.0,10.0,10.0,10.0,0.41,"Host Has Profile Pic, Is Location Exact, Instant Bookable",False,True,False,True,True,False,False
552,10.0,10.0,10.0,10.0,10.0,10.0,2.36,"Host Has Profile Pic, Is Location Exact, Instant Bookable",False,True,False,True,True,False,False
553,9.0,10.0,9.0,9.0,10.0,9.0,5.74,"Host Has Profile Pic, Is Location Exact",False,True,False,True,False,False,False
554,10.0,10.0,10.0,10.0,9.0,9.0,0.91,"Host Has Profile Pic, Is Location Exact",False,True,False,True,False,False,False
555,10.0,8.0,10.0,10.0,10.0,8.0,0.04,"Host Has Profile Pic, Host Identity Verified",False,True,True,False,False,False,False
556,10.0,10.0,10.0,10.0,8.0,10.0,1.0,"Host Has Profile Pic, Is Location Exact, Instant Bookable",False,True,False,True,True,False,False
557,10.0,10.0,10.0,10.0,9.0,9.0,0.91,"Host Has Profile Pic, Host Identity Verified, Is Location Exact",False,True,True,True,False,False,False
558,9.0,9.0,10.0,10.0,9.0,9.0,3.55,Host Has Profile Pic,False,True,False,False,False,False,False
559,10.0,10.0,10.0,10.0,8.0,10.0,1.0,"Host Has Profile Pic, Is Location Exact, Instant Bookable",False,True,False,True,True,False,False
560,8.0,7.0,9.0,10.0,9.0,8.0,2.07,"Host Has Profile Pic, Host Identity Verified, Is Location Exact",False,True,True,True,False,False,False
561,10.0,10.0,10.0,10.0,9.0,9.0,0.91,"Host Has Profile Pic, Host Identity Verified",False,True,True,False,False,False,False
562,9.0,10.0,9.0,9.0,10.0,9.0,0.69,"Host Has Profile Pic, Is Location Exact",False,True,False,True,False,False,False
563,9.0,8.0,9.0,7.0,10.0,9.0,0.37,"Host Has Profile Pic, Is Location Exact",False,True,False,True,False,False,False
564,8.0,10.0,9.0,8.0,9.0,8.0,0.51,"Host Has Profile Pic, Is Location Exact",False,True,False,True,False,False,False
565,10.0,10.0,9.0,10.0,10.0,10.0,0.91,"Host Has Profile Pic, Is Location Exact",False,True,False,True,False,False,False
566,9.0,8.0,9.0,9.0,9.0,10.0,2.14,Host Has Profile Pic,False,True,False,False,False,False,False
567,7.0,5.0,7.0,10.0,8.0,5.0,1.38,Host Has Profile Pic,False,True,False,False,False,False,False
568,10.0,10.0,9.0,10.0,10.0,10.0,0.1,"Host Has Profile Pic, Is Location Exact",False,True,False,True,False,False,False
569,10.0,10.0,10.0,10.0,10.0,10.0,0.36,"Host Has Profile Pic, Is Location Exact",False,True,False,True,False,False,False
570,10.0,9.0,10.0,10.0,10.0,9.0,1.05,"Host Has Profile Pic, Is Location Exact",False,True,False,True,False,False,False
571,5.0,3.0,7.0,6.0,6.0,4.0,2.69,"Host Has Profile Pic, Instant Bookable",False,True,False,False,True,False,False
