property_id,property_type,property_room_type,property_max_guests,property_bathrooms,property_bedrooms,cluster_label,centroid_distance
634,0,1,2,2.0,1.0,0,2.06
635,0,0,12,2.0,4.0,0,2.0
636,0,1,4,2.0,1.0,0,2.05
637,0,0,2,1.0,0.0,1,1.33
638,0,0,2,1.0,1.0,0,2.34
639,0,1,3,1.0,1.0,0,0.93
640,0,0,2,1.0,1.0,0,3.73
641,0,0,6,1.0,2.0,0,1.51
642,0,0,4,1.0,1.0,0,1.53
643,0,0,4,1.0,1.0,0,1.54
644,0,0,4,1.0,1.0,0,1.53
645,0,0,6,1.0,2.0,0,1.57
646,0,1,2,1.0,1.0,0,3.05
647,0,0,2,1.0,1.0,1,1.19
648,0,0,4,1.5,3.0,1,2.4
649,0,0,2,1.5,0.0,0,1.64
650,0,0,2,1.0,1.0,0,2.7
651,0,1,2,1.0,1.0,0,1.6
652,0,0,2,1.0,0.0,0,1.99
653,0,0,3,1.0,1.0,0,6.18
654,3,0,4,2.0,2.0,0,0.27
655,0,0,6,1.0,2.0,0,2.18
656,0,0,4,1.0,2.0,0,1.73
657,0,1,2,1.0,1.0,0,1.9
658,1,1,2,1.0,1.0,0,1.31
659,1,1,2,1.0,1.0,0,1.27
660,1,1,1,1.0,1.0,0,1.33
661,0,0,2,1.0,1.0,0,2.95
662,0,2,1,1.0,1.0,0,3.51
663,14,1,3,2.0,2.0,1,3.38
664,14,1,3,2.0,3.0,1,3.3
665,14,0,7,2.0,2.0,1,3.22
666,0,1,1,1.5,1.0,0,2.51
667,0,0,4,1.0,1.0,0,1.46
668,0,0,4,1.5,2.0,0,1.54
669,0,0,4,1.0,1.0,0,1.85
670,0,0,6,2.0,2.0,0,2.03
671,0,0,4,1.0,1.0,0,5.56
672,0,0,4,1.0,2.0,1,0.42
673,0,0,4,1.5,1.0,0,1.98
674,14,0,2,1.0,1.0,0,1.85
675,0,0,3,1.0,1.0,0,1.11
676,14,1,3,2.0,2.0,0,3.25
677,0,1,2,1.5,1.0,0,1.53
678,0,0,2,1.5,0.0,0,1.13
679,0,1,2,1.0,1.0,0,4.81
680,0,0,4,1.0,1.0,0,2.91
681,0,0,3,1.0,1.0,0,2.04
682,0,0,5,1.5,2.0,0,3.27
683,0,0,4,1.0,2.0,1,2.41
684,14,1,3,1.0,1.0,0,0.88
685,0,0,2,1.0,1.0,1,1.21
686,0,1,2,2.0,1.0,1,1.23
687,0,1,2,1.0,1.0,1,1.26
688,0,0,4,1.0,1.0,0,3.16
689,0,0,3,1.0,2.0,0,5.5
690,0,0,2,1.0,1.0,0,2.93
691,14,1,2,1.5,1.0,0,5.62
692,0,1,2,1.0,1.0,0,2.17
693,0,0,4,2.0,2.0,0,3.1
694,0,1,2,1.0,1.0,0,2.43
695,0,1,2,1.0,2.0,0,2.3
696,0,0,8,1.0,2.0,0,2.62
697,0,0,5,2.0,2.0,0,3.92
698,0,1,2,1.0,1.0,0,1.5
699,0,0,2,1.0,0.0,0,0.27
700,0,0,5,1.0,2.0,0,3.78
701,0,1,1,1.0,1.0,0,0.04
702,0,0,4,2.0,2.0,0,2.04
703,0,0,2,1.0,1.0,0,2.32
704,0,0,4,1.0,1.0,0,1.59
705,0,2,3,1.0,1.0,0,1.35
706,0,0,4,1.0,2.0,0,4.25
707,0,0,2,1.0,1.0,1,2.87
708,0,0,4,1.0,1.0,0,2.02
709,0,0,2,1.0,1.0,0,1.31
710,0,1,2,1.0,1.0,1,0.95
711,0,1,3,1.0,1.0,1,3.73
712,0,1,2,1.0,1.0,0,4.57
713,14,1,2,1.0,1.0,0,3.58
714,0,0,5,2.0,2.0,0,2.73
715,0,1,2,1.0,1.0,0,2.39
716,0,0,8,2.0,4.0,0,2.34
717,0,0,5,1.0,2.0,0,2.23
718,14,1,2,1.0,2.0,0,4.72
719,0,0,9,1.0,1.0,1,1.3
720,14,0,4,1.0,2.0,1,0.78
721,0,1,1,1.0,1.0,0,2.04
722,0,0,4,1.0,1.0,0,1.34
723,0,0,4,1.0,2.0,0,1.25
724,14,0,2,1.0,1.0,1,1.41
725,0,1,2,1.0,1.0,0,2.07
726,0,1,2,1.0,1.0,0,2.03
727,14,1,2,1.0,1.0,0,1.52
728,14,1,3,1.0,0.0,0,2.96
729,0,0,4,0.5,1.0,0,2.75
730,0,0,3,1.5,2.0,0,0.37
731,0,0,2,1.0,0.0,0,1.02
732,14,1,1,1.5,1.0,0,3.28
733,0,0,4,1.0,3.0,0,3.85
734,0,1,2,1.0,1.0,0,2.5
735,0,0,2,1.0,0.0,0,2.51
736,0,0,3,1.0,2.0,0,1.74
737,0,1,2,1.0,1.0,0,1.57
738,0,0,4,1.0,2.0,0,1.94
739,0,0,4,2.0,2.0,1,0.39
740,0,1,2,1.0,1.0,0,2.06
741,0,1,2,1.0,1.0,0,1.24
742,0,1,2,1.0,1.0,0,1.08
743,0,0,1,1.5,1.0,0,4.3
744,0,0,2,1.0,1.0,1,4.73
745,15,0,3,2.0,2.0,0,2.69
746,0,1,2,1.0,1.0,0,1.32
747,0,1,2,1.0,1.0,1,2.25
748,0,0,4,1.0,2.0,1,2.23
749,0,0,2,1.0,1.0,0,5.05
750,0,0,4,1.5,1.0,0,1.81
751,14,1,1,1.0,1.0,1,2.35
752,0,0,2,1.0,0.0,1,1.05
753,0,0,3,1.0,2.0,0,1.27
754,0,0,2,1.0,1.0,0,2.26
755,0,1,1,1.0,1.0,0,1.41
756,0,0,3,1.5,2.0,0,1.3
757,0,0,6,1.0,2.0,0,2.76
758,15,1,2,1.0,1.0,1,1.34
759,0,0,9,1.0,1.0,1,1.23
760,0,0,3,1.5,2.0,1,1.99
761,15,0,2,1.5,2.0,0,2.96
762,0,0,4,1.0,1.0,0,2.13
763,0,0,6,1.5,2.0,0,3.49
764,0,1,2,1.0,1.0,0,3.63
765,0,0,2,1.0,1.0,0,1.49
766,14,0,8,4.0,4.0,0,3.73
767,0,0,4,1.0,1.0,0,2.33
768,0,1,2,1.0,1.0,0,2.03
769,0,0,2,1.0,1.0,0,2.19
770,14,1,2,2.5,1.0,0,4.97
771,0,0,4,1.0,2.0,1,1.55
772,0,0,2,1.0,1.0,0,0.82
773,0,0,4,1.0,1.0,0,1.47
774,0,0,6,1.5,3.0,0,0.65
775,0,0,2,1.0,1.0,0,1.41
776,0,0,4,1.0,2.0,1,2.57
777,0,0,4,1.0,1.0,1,0.56
778,0,0,2,1.0,1.0,1,0.4
779,14,1,2,1.0,1.0,1,1.91
780,0,0,4,1.0,1.0,0,2.37
781,0,0,2,1.0,1.0,0,2.9
782,0,0,2,1.0,1.0,0,5.15
783,11,1,1,1.0,0.0,0,1.73
784,0,2,1,0.5,1.0,0,3.12
785,0,0,3,1.0,2.0,0,1.53
786,0,0,3,1.0,2.0,0,1.32
787,0,0,2,1.0,1.0,0,2.81
788,0,0,4,1.0,1.0,0,2.58
789,0,0,4,1.0,1.0,0,1.49
790,14,0,4,1.0,1.0,1,1.65
791,0,0,2,1.0,1.0,0,3.89
792,0,0,4,1.0,1.0,0,1.5
793,12,1,2,1.0,1.0,0,3.81
794,0,0,2,1.0,1.0,0,2.07
795,0,0,4,1.0,2.0,0,2.28
796,0,0,2,1.0,1.0,0,0.23
797,0,0,3,1.0,1.0,0,4.35
798,0,1,2,1.0,1.0,0,3.82
799,0,0,3,1.0,1.0,0,1.42
800,0,1,2,1.5,1.0,0,1.53
801,0,1,2,1.5,1.0,0,1.56
802,0,1,2,1.0,1.0,0,2.21
803,1,1,2,1.0,1.0,1,1.03
804,0,0,5,1.0,2.0,0,4.1
805,0,1,2,1.0,1.0,0,3.02
806,0,1,1,1.0,0.0,0,3.02
807,14,1,2,1.0,1.0,0,4.88
808,14,1,2,1.0,1.0,0,4.73
809,14,0,12,2.0,3.0,0,0.85
810,14,0,16,3.0,6.0,0,0.92
811,0,0,2,1.0,1.0,0,4.05
812,0,0,2,1.0,1.0,1,0.95
813,0,1,4,1.0,2.0,0,1.47
814,14,0,3,1.0,1.0,1,1.82
815,0,0,2,1.0,0.0,1,2.09
816,14,1,3,1.0,0.0,1,2.02
817,20,1,2,1.0,1.0,1,2.11
818,0,2,6,1.0,1.0,1,2.0
819,0,0,3,1.0,1.0,0,1.33
820,0,0,1,1.0,0.0,0,5.4
821,0,0,3,1.0,0.0,0,2.47
822,0,1,2,0.5,1.0,0,1.37
823,12,1,2,1.0,1.0,0,3.42
824,12,1,2,1.0,1.0,0,3.38
825,0,0,4,1.0,1.0,0,7.26
826,0,0,4,1.0,1.0,0,4.01
827,14,0,4,1.0,3.0,1,0.6
828,0,1,1,1.0,1.0,0,2.17
829,14,0,12,2.0,6.0,0,3.12
830,0,0,8,2.0,4.0,0,0.24
831,8,1,2,1.5,1.0,0,2.72
832,14,0,4,1.0,1.0,0,1.37
833,0,0,4,1.0,2.0,0,5.26
834,0,0,1,1.0,1.0,0,1.74
835,13,2,16,0.5,1.0,0,4.78
836,17,2,16,0.5,1.0,0,4.96
837,13,2,16,0.5,1.0,0,4.97
838,0,0,3,1.0,1.0,1,1.19
839,0,0,4,1.0,2.0,0,1.42
840,0,0,2,1.0,0.0,1,1.65
841,0,0,4,2.0,1.0,0,3.06
842,0,0,6,1.5,3.0,0,1.5
843,0,0,4,2.0,2.0,0,1.53
844,14,1,4,2.0,2.0,0,2.92
845,0,0,4,1.0,0.0,0,2.14
846,0,0,6,2.0,3.0,0,3.64
847,0,0,5,1.0,2.0,0,5.56
848,0,1,2,2.0,1.0,0,0.97
849,0,0,5,1.0,2.0,0,4.09
850,0,1,1,1.0,1.0,0,1.51
851,0,0,3,1.0,1.0,0,0.92
852,0,1,3,1.0,1.0,0,2.21
853,0,0,2,1.0,0.0,0,0.36
854,0,0,4,1.0,1.0,0,2.52
855,0,0,2,1.0,1.0,0,1.15
856,0,1,2,1.0,2.0,0,3.18
857,0,0,2,1.0,1.0,0,1.64
858,8,1,2,1.0,1.0,0,3.83
859,0,2,1,1.0,1.0,0,3.69
860,20,1,2,1.5,1.0,0,1.06
861,0,0,2,1.0,0.0,0,1.31
862,0,0,6,1.0,2.0,0,1.38
863,0,0,4,1.0,1.0,0,1.35
864,0,0,2,0.0,1.0,0,1.33
865,0,0,2,0.0,1.0,0,1.43
866,0,0,5,1.0,2.0,0,1.37
867,0,0,5,1.0,1.0,0,1.36
868,0,0,2,1.0,0.0,0,1.39
869,0,2,2,1.0,1.0,0,2.45
870,12,0,3,1.0,1.0,0,2.18
871,0,0,2,1.0,2.0,1,1.24
872,0,1,2,1.0,1.0,0,1.91
873,0,0,4,1.0,2.0,0,2.1
874,0,0,2,1.0,0.0,0,2.66
875,0,0,2,1.0,1.0,0,2.26
876,14,1,2,1.0,1.0,0,1.8
877,14,1,2,1.0,1.0,0,1.2
878,14,1,2,1.0,1.0,0,0.93
879,14,1,2,1.0,1.0,0,1.31
880,0,1,6,1.0,2.0,1,2.02
881,0,1,2,1.0,0.0,0,2.43
882,14,1,1,2.0,1.0,0,2.73
883,0,1,1,2.0,1.0,0,2.77
884,0,1,1,2.0,1.0,0,2.77
885,0,1,1,2.0,1.0,0,2.77
886,0,0,5,1.0,2.0,0,3.26
887,0,0,7,1.0,2.0,0,4.36
888,0,0,4,1.0,1.0,0,2.24
889,14,1,2,3.0,1.0,0,6.23
890,14,1,1,1.0,1.0,0,1.59
891,14,0,2,1.0,1.0,1,1.11
892,14,0,2,1.0,0.0,1,0.79
893,0,0,2,1.0,1.0,0,1.21
894,0,0,2,1.0,0.0,0,0.87
895,8,0,2,1.0,0.0,0,0.85
896,8,0,2,1.0,0.0,0,0.84
897,0,1,2,1.0,1.0,0,0.32
898,0,1,2,1.0,1.0,0,0.3
899,0,0,2,1.0,1.0,0,7.18
900,0,0,2,1.5,1.0,0,2.55
901,14,1,2,1.0,1.0,0,3.96
902,14,1,1,1.0,1.0,0,3.97
903,14,1,1,1.0,1.0,0,3.88
904,14,1,2,1.0,1.0,0,4.59
905,0,1,2,1.0,1.0,0,1.39
906,0,0,6,2.0,2.0,0,1.56
907,0,1,2,1.0,1.0,0,0.57
908,0,1,2,1.0,1.0,0,2.1
909,0,1,2,1.0,1.0,0,2.14
910,8,0,2,1.0,1.0,1,8.09
911,0,1,2,1.0,1.0,0,3.65
912,0,1,1,1.0,1.0,0,3.36
913,0,1,2,1.0,1.0,0,5.51
914,0,0,6,1.0,2.0,0,3.84
915,0,0,3,1.0,1.0,0,2.21
916,14,0,2,1.5,1.0,0,2.09
917,0,0,4,1.0,2.0,0,3.39
918,8,1,2,1.0,1.0,0,4.18
919,8,0,6,1.0,2.0,0,0.84
920,0,0,1,1.0,1.0,1,1.21
921,0,0,2,1.0,1.0,0,1.56
922,0,0,2,1.0,1.0,0,2.3
923,0,0,2,1.0,1.0,1,1.36
924,0,0,4,1.0,2.0,1,0.62
925,0,1,2,1.0,1.0,0,1.88
926,20,1,1,1.0,1.0,0,1.86
927,1,1,2,1.0,1.0,0,1.61
928,0,0,6,1.5,3.0,1,1.69
929,0,0,5,1.5,2.0,1,1.61
930,0,1,1,1.0,1.0,0,2.21
931,0,0,2,1.0,1.0,1,1.21
932,0,0,4,1.0,1.0,0,1.49
933,0,0,2,1.0,1.0,0,1.16
934,0,0,2,1.0,1.0,0,1.31
935,0,0,2,1.0,1.0,0,6.1
936,0,0,2,1.0,1.0,1,1.43
937,0,0,4,1.0,0.0,0,2.91
938,0,0,3,1.5,1.0,1,1.23
939,0,1,2,1.0,1.0,0,1.47
940,0,0,2,1.0,1.0,0,1.35
941,0,0,2,2.0,1.0,0,1.84
942,0,0,2,1.0,1.0,0,2.66
943,20,0,7,1.5,3.0,1,1.71
944,0,1,1,1.0,1.0,0,3.17
945,0,0,4,1.0,0.0,1,1.18
946,0,1,1,1.0,1.0,0,1.87
947,0,1,2,1.0,1.0,0,0.78
948,0,0,3,1.0,2.0,0,2.78
949,0,0,4,2.0,2.0,0,0.2
950,0,0,2,1.0,1.0,0,1.5
951,0,0,2,1.0,1.0,0,2.09
952,21,0,6,1.0,3.0,1,6.96
953,0,0,2,1.0,1.0,0,2.44
954,14,1,2,1.0,1.0,0,4.13
955,0,0,2,1.0,1.0,0,3.14
956,0,0,4,1.0,1.0,0,1.9
957,14,1,2,1.0,1.0,0,2.05
958,0,1,2,1.0,1.0,0,2.28
959,14,0,6,1.0,4.0,0,4.82
960,0,0,2,1.0,1.0,0,2.53
961,14,1,2,1.0,1.0,1,1.81
962,14,1,2,1.0,1.0,0,2.11
963,0,1,1,1.0,1.0,0,2.2
964,0,1,2,1.0,1.0,0,2.12
965,0,1,2,1.0,1.0,0,2.1
966,0,0,4,1.0,1.0,0,1.69
967,0,0,4,1.0,1.0,0,1.17
968,0,0,4,1.0,1.0,1,0.98
969,0,0,2,1.0,1.0,0,1.1
970,0,0,4,1.0,1.0,0,1.32
971,0,0,4,1.0,1.0,0,3.13
972,14,0,5,2.0,3.0,0,2.65
973,14,0,2,1.0,1.0,1,1.31
974,0,0,4,1.0,1.0,0,0.99
975,0,0,4,1.0,1.0,0,3.05
976,15,0,2,1.0,0.0,0,3.4
977,0,0,2,1.0,0.0,1,0.59
978,14,0,2,1.0,1.0,0,2.57
979,14,1,2,1.0,1.0,0,2.73
980,16,0,1,1.0,1.0,0,0.34
981,0,0,2,1.0,1.0,0,2.02
982,0,0,3,1.0,0.0,1,0.43
983,0,0,2,1.0,1.0,0,1.01
984,0,1,2,1.0,1.0,0,2.17
985,14,1,2,1.5,1.0,0,1.98
986,0,0,4,1.0,2.0,1,0.99
987,8,0,2,1.0,0.0,0,2.07
988,0,0,12,2.0,3.0,0,2.54
989,0,0,3,1.5,2.0,0,4.16
990,0,0,4,1.0,1.0,0,0.12
991,0,1,2,1.0,1.0,0,3.4
992,1,1,2,1.0,1.0,0,1.8
993,0,0,4,1.0,1.0,0,1.52
994,0,0,2,1.0,1.0,1,1.17
995,20,1,2,1.0,1.0,0,1.51
996,0,1,1,1.0,0.0,0,6.14
997,0,0,4,2.0,2.0,1,1.31
998,0,0,3,1.0,0.0,0,1.4
999,0,0,2,1.0,1.0,0,1.31
1000,0,0,2,1.0,0.0,0,5.99
1001,0,0,4,1.0,1.0,0,1.75
1002,0,1,1,1.0,1.0,0,1.23
1003,0,0,2,1.0,1.0,0,3.18
1004,0,1,2,1.0,1.0,0,3.13
1005,0,1,1,1.0,1.0,0,3.95
1006,0,0,5,1.0,2.0,1,1.25
1007,14,1,2,1.0,1.0,1,0.95
1008,0,0,4,1.0,2.0,1,1.95
1009,0,0,7,1.0,2.0,0,4.55
1010,16,1,1,1.0,1.0,0,1.32
1011,0,0,4,1.0,2.0,0,4.65
1012,0,1,2,1.0,1.0,0,4.88
1013,15,0,7,2.0,4.0,0,2.61
1014,14,1,1,1.0,1.0,0,4.48
1015,14,1,2,1.0,1.0,0,4.5
1016,14,1,2,1.0,1.0,0,4.65
1017,14,0,2,1.0,2.0,0,1.83
1018,0,0,2,1.0,1.0,0,1.39
1019,0,0,2,1.0,1.0,0,1.48
1020,0,0,6,1.0,3.0,0,4.02
1021,0,1,1,1.0,1.0,0,1.62
1022,0,0,3,0.5,1.0,0,1.77
1023,14,1,2,1.0,1.0,1,2.1
1024,0,0,2,1.0,1.0,0,1.5
1025,14,0,6,2.0,3.0,0,1.58
1026,14,1,2,1.0,1.0,0,2.25
1027,0,0,2,1.0,1.0,0,1.11
1028,0,0,3,1.0,1.0,0,2.3
1029,0,0,5,1.0,2.0,0,5.72
1030,0,0,4,1.0,1.0,0,5.54
1031,14,0,4,1.0,1.0,0,2.09
1032,15,1,4,1.0,1.0,0,2.46
1033,0,0,2,1.0,1.0,0,2.14
1034,15,0,4,1.0,2.0,0,1.81
1035,0,0,4,1.0,2.0,1,1.3
1036,0,1,2,1.0,1.0,1,1.24
1037,0,1,4,1.0,1.0,0,3.46
1038,0,0,3,1.0,1.0,0,1.56
1039,0,1,2,1.0,1.0,0,1.87
1040,0,1,1,1.0,1.0,0,2.7
1041,15,0,6,1.5,2.0,0,2.2
1042,0,1,2,1.0,1.0,0,1.42
1043,0,0,4,1.0,1.0,0,2.03
1044,0,0,2,1.5,1.0,0,1.22
1045,0,0,6,1.0,2.0,0,5.68
1046,0,1,1,1.0,1.0,0,2.11
1047,20,0,4,1.0,2.0,1,1.2
1048,14,0,6,1.0,3.0,0,5.47
1049,0,1,2,1.0,1.0,0,0.82
1050,15,0,3,1.5,1.0,0,1.94
1051,0,0,2,1.0,1.0,0,2.7
1052,0,1,2,1.0,1.0,0,2.76
1053,0,0,4,1.0,2.0,0,1.12
1054,0,0,4,1.0,2.0,0,3.85
1055,0,0,4,1.0,1.0,0,2.65
1056,0,1,1,1.0,1.0,0,3.0
1057,0,0,6,1.0,2.0,0,1.63
1058,0,0,2,1.0,1.0,1,1.21
1059,14,1,2,2.0,1.0,0,1.93
1060,0,1,2,2.0,1.0,0,1.57
1061,0,0,2,1.0,0.0,0,2.14
1062,1,0,3,1.0,1.0,0,2.21
1063,0,0,3,1.0,1.0,0,2.17
1064,0,0,3,1.0,1.0,0,2.04
1065,0,1,1,1.0,1.0,0,0.87
1066,0,0,4,1.0,1.0,0,2.83
1067,0,1,2,1.0,1.0,0,6.81
1068,0,0,2,1.0,1.0,0,4.12
1069,0,0,4,1.5,2.0,0,1.42
1070,0,1,2,1.5,1.0,0,1.33
1071,0,0,2,1.0,1.0,0,2.82
1072,0,0,3,1.5,1.0,0,2.18
1073,0,1,2,1.0,1.0,0,4.64
1074,0,0,2,1.0,1.0,0,2.69
1075,14,0,5,1.0,3.0,0,3.17
1076,0,0,2,1.0,1.0,0,1.9
1077,0,0,5,1.5,2.0,0,1.95
1078,0,1,2,2.0,1.0,0,1.88
1079,0,0,3,1.0,1.0,0,1.26
1080,14,1,2,1.0,1.0,1,0.93
1081,0,0,4,1.0,1.0,0,1.2
1082,0,0,2,2.0,1.0,0,1.43
1083,0,0,2,1.0,1.0,1,0.4
1084,0,0,3,1.0,1.0,0,1.83
1085,0,0,4,1.0,1.0,0,3.59
1086,0,0,5,1.0,2.0,0,1.67
1087,0,1,2,1.0,1.0,0,2.6
1088,0,0,4,1.0,0.0,0,2.62
1089,0,0,4,1.0,2.0,1,0.33
1090,0,0,2,1.0,1.0,0,1.14
1091,0,0,3,1.0,2.0,0,4.7
1092,15,0,3,1.0,1.0,0,1.01
1093,14,1,1,1.0,1.0,0,2.07
1094,14,1,2,2.0,2.0,0,2.1
1095,14,2,2,1.0,1.0,0,2.09
1096,0,0,2,1.0,1.0,0,1.35
1097,0,0,4,1.5,1.0,0,0.68
1098,0,0,2,1.0,0.0,1,0.5
1099,0,1,2,1.0,2.0,0,5.38
1100,0,0,2,1.0,2.0,0,5.46
1101,15,0,4,2.0,2.0,1,1.78
1102,0,0,6,2.0,2.0,0,2.0
1103,15,0,4,1.5,1.0,1,1.87
1104,0,0,6,2.5,2.0,1,2.17
1105,0,1,2,1.0,1.0,1,2.16
1106,0,1,2,1.0,1.0,1,2.17
1107,0,0,2,1.0,1.0,0,2.27
1108,0,0,2,1.0,1.0,0,1.36
1109,0,0,2,1.0,1.0,0,1.08
1110,14,1,3,1.0,1.0,1,2.09
1111,14,0,3,1.0,2.0,1,1.89
1112,0,0,2,1.0,0.0,0,1.27
1113,0,0,4,1.0,2.0,0,2.34
1114,0,0,5,1.5,2.0,0,5.49
1115,0,1,2,2.0,1.0,0,1.59
1116,0,0,2,1.0,1.0,0,1.54
1117,14,0,4,1.0,1.0,1,2.25
1118,8,0,2,1.0,1.0,1,1.68
1119,1,1,7,1.0,1.0,1,1.59
1120,0,0,4,1.0,1.0,0,2.08
1121,0,0,4,1.0,1.0,0,1.82
1122,0,0,4,1.0,2.0,0,1.08
1123,0,0,2,1.0,1.0,0,2.37
1124,14,1,2,2.0,1.0,1,1.84
1125,0,0,3,1.0,1.0,0,2.93
1126,0,0,4,1.0,2.0,0,2.7
1127,0,1,2,1.0,1.0,1,0.66
1128,0,1,1,1.0,1.0,1,0.53
1129,14,0,6,2.0,3.0,0,1.48
1130,14,0,4,1.5,2.0,1,0.86
1131,14,0,6,1.5,3.0,0,6.51
1132,0,0,3,1.0,1.0,0,2.87
1133,0,0,2,1.0,1.0,0,2.98
1134,0,1,2,1.0,1.0,0,1.11
1135,0,1,2,1.0,1.0,0,1.67
1136,0,0,4,2.0,3.0,0,4.71
1137,0,0,4,1.0,1.0,0,1.56
1138,0,1,2,1.0,1.0,0,2.2
1139,14,1,2,1.0,0.0,1,4.37
1140,0,0,2,1.0,1.0,1,3.01
1141,14,1,2,1.0,1.0,1,1.27
1142,0,0,4,1.0,1.0,0,3.93
1143,0,0,4,1.0,1.0,0,1.33
1144,15,0,2,1.0,1.0,0,2.51
1145,0,0,6,3.0,3.0,0,1.84
1146,15,0,4,1.0,0.0,0,3.71
1147,0,0,2,1.0,0.0,0,4.12
1148,0,0,2,1.0,1.0,0,1.3
1149,0,1,2,1.0,1.0,0,2.25
1150,0,0,2,1.0,1.0,0,2.03
1151,14,1,2,1.0,1.0,1,4.77
1152,0,0,4,1.0,2.0,0,1.74
1153,0,0,4,1.5,1.0,0,0.32
1154,0,1,1,1.0,1.0,0,2.19
1155,0,0,2,1.5,0.0,0,5.49
1156,0,0,4,1.0,1.0,0,0.75
1157,0,0,3,1.0,1.0,0,1.4
1158,0,0,4,1.0,1.0,0,2.02
1159,0,0,4,2.0,1.0,0,3.08
1160,15,0,3,1.0,1.0,0,2.19
1161,0,0,2,1.0,1.0,1,1.99
1162,0,0,6,1.5,3.0,1,1.77
1163,0,0,4,2.0,1.0,1,1.44
1164,0,0,4,1.0,1.0,0,1.65
1165,0,1,2,0.5,1.0,1,1.47
1166,0,0,4,1.0,2.0,0,2.1
1167,0,0,2,1.0,1.0,0,1.15
1168,0,0,2,1.0,1.0,0,3.58
1169,0,0,3,1.0,1.0,0,2.18
1170,0,1,2,1.0,1.0,0,1.0
1171,0,1,2,1.5,1.0,1,1.31
1172,14,1,1,1.0,1.0,0,4.21
1173,14,1,1,1.0,1.0,0,4.04
1174,0,0,2,1.0,0.0,0,1.42
1175,0,0,2,1.0,0.0,0,5.68
1176,0,0,2,1.0,0.0,1,1.2
1177,0,1,2,1.0,1.0,0,1.24
1178,0,1,2,1.0,1.0,0,0.98
1179,0,0,2,1.0,1.0,1,2.24
1180,0,0,2,1.0,1.0,0,2.16
1182,0,1,1,1.0,1.0,0,4.95
1183,0,0,5,1.0,2.0,0,1.25
1184,0,1,1,1.0,1.0,0,1.02
1185,0,0,2,1.5,1.0,0,1.02
1186,0,0,2,1.0,1.0,0,2.0
1187,14,1,2,1.0,1.0,0,1.4
1188,0,0,2,1.0,1.0,0,1.68
1189,14,1,1,5.0,1.0,0,1.34
1190,0,0,2,1.0,0.0,0,3.39
1191,14,1,2,1.0,1.0,0,4.0
1192,0,0,2,1.0,1.0,1,1.78
1193,0,0,2,1.0,1.0,0,1.1
1194,0,0,2,1.0,1.0,0,1.08
1195,0,0,4,1.0,2.0,0,1.11
1196,0,1,2,1.0,1.0,0,2.08
1197,0,1,2,2.0,1.0,0,0.62
1198,15,0,4,1.0,2.0,0,1.64
1199,0,0,2,1.0,1.0,0,0.48
1200,0,0,2,1.0,1.0,1,2.11
1201,0,1,2,1.0,1.0,0,1.9
1202,15,1,2,1.5,1.0,0,2.81
1203,0,0,5,1.0,2.0,0,2.84
1204,14,1,2,2.0,1.0,0,0.39
1205,0,0,2,1.0,1.0,0,2.73
1206,0,1,3,1.0,1.0,0,1.43
1207,4,1,2,1.5,1.0,0,1.89
1208,4,1,1,1.5,1.0,0,1.94
1209,4,1,1,1.5,1.0,0,1.88
1210,4,1,1,1.5,1.0,0,1.89
1211,4,0,1,1.5,1.0,0,1.72
1212,4,0,8,1.5,5.0,0,1.75
1213,15,0,2,1.0,1.0,0,4.97
1214,14,0,2,1.0,1.0,0,1.6
1215,14,0,2,1.0,1.0,0,1.78
1216,14,1,2,1.0,1.0,0,1.75
1217,14,1,2,1.0,1.0,0,1.65
1218,14,0,2,1.0,1.0,0,1.77
1219,0,0,2,1.0,1.0,0,1.75
1220,0,0,8,2.0,2.0,1,2.03
1221,14,1,4,1.0,2.0,0,2.27
1222,14,1,2,1.0,1.0,0,2.29
1223,14,1,2,1.0,1.0,0,2.24
1224,14,1,2,1.0,1.0,0,2.25
1225,14,0,10,2.0,5.0,0,2.16
1226,0,1,2,1.0,1.0,0,3.72
1227,14,1,2,1.0,1.0,0,3.24
1228,0,0,4,1.5,2.0,0,1.88
1229,14,1,3,1.0,1.0,0,5.07
1230,0,0,2,2.0,1.0,0,1.28
1231,0,0,4,1.0,2.0,0,3.17
1232,15,1,1,1.5,1.0,0,3.58
1233,0,0,4,1.5,2.0,0,2.08
1234,0,0,3,1.5,1.0,0,1.02
1235,0,0,4,1.0,1.0,0,1.49
1236,0,0,2,1.0,1.0,1,0.79
1237,0,0,3,1.0,1.0,1,1.8
1238,0,1,2,1.5,1.0,0,1.94
1239,0,1,2,1.5,1.0,0,1.78
1240,14,1,2,0.5,1.0,1,1.81
1241,14,1,2,1.0,1.0,0,2.6
1242,15,0,2,1.0,1.0,0,2.07
1243,14,0,3,1.0,2.0,1,2.14
1244,0,1,2,7.5,1.0,0,1.83
1245,0,0,2,1.0,2.0,0,2.36
1246,0,1,2,1.5,1.0,0,1.94
1247,0,0,3,1.0,1.0,0,7.75
1248,0,1,2,1.5,1.0,1,1.59
1249,0,0,6,1.0,3.0,0,0.39
1250,0,0,4,1.0,1.0,1,1.51
1251,0,1,2,1.0,1.0,1,1.52
1252,0,0,2,1.0,0.0,0,1.86
1253,0,0,2,1.5,1.0,0,1.76
1254,0,0,2,1.0,2.0,0,1.81
1255,0,0,4,1.0,1.0,0,0.44
1256,0,1,2,1.0,1.0,0,4.61
