property_id,Dutch,English,French,Germany,property_type,property_room_type,property_max_guests,property_bathrooms,property_bedrooms,cluster_label,centroid_distance,Airbed,Couch,Futon,Pull-out Sofa,Real Bed,[24-hourcheck-in,accessible-heightbed,airconditioning,babybath,babymonitor,babysitterrecommendations,bathtub,bbqgrill,beachessentials,bedlinens,breakfast,buzzer/wirelessintercom,cabletv,carbonmonoxidedetector,cat(s),changingtable,children’sbooksandtoys,children’sdinnerware,cleaningbeforecheckout,coffeemaker,cookingbasics,crib,disabledparkingspot,dishesandsilverware,dishwasher,dog(s),doorman,doormanentry,dryer,elevatorinbuilding,essentials,ethernetconnection,extrapillowsandblankets,family/kidfriendly,fireextinguisher,fireplaceguards,firmmatress,firstaidkit,flatsmoothpathwaytofrontdoor,freeparkingonpremises,freeparkingonstreet,gameconsole,gardenorbackyard,grab-railsforshowerandtoilet,gym,hairdryer,hangers,heating,highchair,hottub,hotwater,indoorfireplace,internet,iron,keypad,kitchen,laptopfriendlyworkspace,lockbox,lockonbedroomdoor,longtermstaysallowed,luggagedropoffallowed,microwave,otherpet(s),outletcovers,oven,pack’nplay/travelcrib,pathtoentrancelitatnight,patioorbalcony,petsallowed,petsliveonthisproperty,pocketwifi,pool,privatebathroom,privateentrance,privatelivingroom,refrigerator,roll-inshowerwithshowerbenchorchair,room-darkeningshades,safetycard,selfcheck-in,shampoo,singlelevelhome,smartlock,smokedetector,smokingallowed,stairgates,step-freeaccess,stove,suitableforevents,tablecornerguards,translationmissing:en.hosting_amenity_49,translationmissing:en.hosting_amenity_50,tv,washer,washer/dryer,wheelchairaccessible,wideclearancetobed,wideclearancetoshowerandtoilet,widedoorway,widehallwayclearance,windowguards,wirelessinternet],property_scraped_at_host_since,property_last_updated,host_location_belgium_brussels,host_location_belgium_flanders,host_location_belgium_other_regions,host_location_other_countries,host_response_rate,host_nr_listings,host_nr_listings_total,booking_price_covers,booking_min_nights,booking_max_nights,property_beds,responsetime_code,logic_host_verified,extra_beds,reviews_acc,reviews_cleanliness,reviews_checkin,reviews_communication,reviews_location,reviews_value,reviews_per_month,Host Is Superhost,Host Has Profile Pic,Host Identity Verified,Is Location Exact,Instant Bookable,Require Guest Profile Picture,Require Guest Phone Verification,None,target,booking_availability_30,booking_availability_60,booking_availability_90,booking_availability_365,reviews_num,reviews_last,reviews_rating,booking_cancel_policy
1978,FALSE,TRUE,FALSE,FALSE,20,1,2,0.5,1,1,1.89,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,990,1,0,1,0,0,89,3,3,1,1,1125,1,2,FALSE,1,9,9,10,10,9,9,2.36,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,161,17,47,77,352,57,12,90,1
1979,FALSE,TRUE,FALSE,FALSE,22,1,6,0.5,1,1,1.98,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,990,0,0,1,0,0,89,3,3,1,1,1125,6,2,FALSE,5,9,9,10,10,9,9,4.71,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,60,22,48,78,353,96,5,92,1
1980,FALSE,TRUE,FALSE,FALSE,0,0,5,1,2,0,3.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1862,60,1,0,0,0,92.06158125,1,1,2,2,1125,3,0,FALSE,3,10,10,10,10,10,10,0.18,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,600,0,0,0,0,4,274,100,2
1981,FALSE,TRUE,FALSE,FALSE,0,1,2,1,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,985,480,1,0,0,0,92.06158125,1,1,2,7,60,1,0,FALSE,0,9.469387755,9.211651628,9.608951708,9.621298294,9.241358995,9.246168959,1.667711816,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,53,0,0,0,0,0,17295,98.66666667,2
1982,FALSE,TRUE,FALSE,FALSE,0,1,2,1,1,0,1.13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,984,390,1,0,0,0,92.06158125,1,1,1,3,1125,1,0,FALSE,1,10,8,10,10,10,10,0.07,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,55,0,0,0,0,1,445,80,3
1983,FALSE,FALSE,TRUE,FALSE,0,0,5,1.5,3,0,0.91,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,984,180,1,0,0,0,92.06158125,1,1,1,2,1125,3,0,FALSE,4,10,10,10,10,10,10,0.21,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,25,0,0,0,0,3,303,100,2
1984,FALSE,TRUE,FALSE,FALSE,0,0,3,1,1,0,1.95,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1861,0,1,0,0,0,100,1,1,1,1,1125,2,1,FALSE,2,10,10,10,10,10,10,7.28,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,65,0,7,20,270,246,2,96,2
1985,FALSE,FALSE,TRUE,FALSE,0,1,2,1,1,0,2.53,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,982,300,1,0,0,0,92.06158125,1,1,1,1,1125,1,0,FALSE,1,9.469387755,9.211651628,9.608951708,9.621298294,9.241358995,9.246168959,1.667711816,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,50,0,0,0,0,0,17294,98.66666667,3
1986,FALSE,FALSE,TRUE,FALSE,14,0,6,2,4,0,2.82,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,982,90,1,0,0,0,92.06158125,1,1,1,1,1125,4,0,FALSE,5,10,10,10,10,8,8,0.23,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,42,0,0,0,0,1,131,80,3
1987,FALSE,FALSE,TRUE,FALSE,0,0,2,1,0,0,1.44,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,982,28,0,0,0,1,100,3,3,1,5,1125,1,2,FALSE,1,8,10,10,10,9,10,0.28,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,49,15,45,75,350,2,127,80,3
1988,FALSE,TRUE,FALSE,FALSE,0,0,2,1,1,0,1.35,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,982,90,0,0,1,0,92.06158125,1,1,1,2,1125,1,0,FALSE,1,9,9,10,10,10,9,0.61,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,80,0,7,37,312,16,310,92,3
1989,FALSE,TRUE,FALSE,FALSE,0,1,2,1,1,0,1.78,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,981,210,0,0,0,1,92.06158125,1,1,1,1,1125,1,0,FALSE,1,9.469387755,9.211651628,9.608951708,9.621298294,9.241358995,9.246168959,1.667711816,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,65,0,0,0,0,0,17294,98.66666667,3
1990,TRUE,FALSE,FALSE,FALSE,14,0,4,1,0,0,2.09,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,981,1,1,0,0,0,100,1,1,1,1,1125,2,3,FALSE,3,10,9,10,10,10,9,0.95,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,45,10,19,49,324,30,0,94,3
1991,FALSE,FALSE,TRUE,FALSE,0,0,4,1,1,0,1.97,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1860,120,1,0,0,0,92.06158125,1,1,2,5,180,2,0,FALSE,2,10,9,9,10,10,9,0.25,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,60,0,0,0,128,15,132,97,2
1992,TRUE,FALSE,FALSE,FALSE,0,1,2,1,1,0,3.15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,980,600,1,0,0,0,92.06158125,2,2,1,90,1125,1,0,FALSE,1,9,10,10,10,10,10,0.17,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,29,30,60,90,365,5,683,96,1
1993,TRUE,FALSE,FALSE,FALSE,0,0,4,2,2,0,3.06,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,980,600,1,0,0,0,92.06158125,2,2,4,90,1125,2,0,FALSE,0,9.469387755,9.211651628,9.608951708,9.621298294,9.241358995,9.246168959,1.667711816,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,80,30,60,90,365,0,17294,97.33333333,3
1994,FALSE,FALSE,TRUE,FALSE,0,1,1,1,1,0,0.36,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,981,28,1,0,0,0,92.06158125,1,1,1,2,5,1,0,FALSE,0,9,9,9,10,10,9,0.35,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,48,0,0,0,250,11,561,95,2
1995,FALSE,TRUE,FALSE,FALSE,0,0,3,1,2,0,4.26,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,980,210,1,0,0,0,92.06158125,1,1,2,1,2,2,0,FALSE,1,8,6,10,10,8,8,0.29,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,39,0,0,0,0,2,205,80,3
1996,FALSE,FALSE,TRUE,FALSE,0,0,4,1,1,0,3.78,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,981,210,1,0,0,0,92.06158125,1,1,1,7,31,2,0,TRUE,3,9.469387755,9.211651628,9.608951708,9.621298294,9.241358995,9.246168959,1.667711816,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,50,0,0,0,0,0,17295,98.66666667,3
1997,FALSE,TRUE,FALSE,FALSE,0,1,2,1,1,0,3.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,979,0,1,0,0,0,100,1,1,1,2,1125,1,1,FALSE,1,10,9,10,10,9,10,9.3,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,95,3,8,8,122,40,18,94,3
1998,FALSE,FALSE,TRUE,FALSE,0,0,2,1,0,1,0.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,983,5,0,0,0,1,100,3,3,2,2,10,1,2,FALSE,0,10,10,10,10,10,10,4,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,60,7,32,54,187,4,11,95,3
1999,FALSE,TRUE,FALSE,FALSE,14,1,2,1,1,1,0.83,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,983,5,0,0,0,1,100,3,3,1,2,5,1,2,FALSE,1,10,10,10,10,9,9,0.19,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,65,26,48,63,288,5,12,100,3
2000,FALSE,TRUE,FALSE,FALSE,14,1,2,1,1,1,0.78,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,983,14,0,0,0,1,100,3,3,2,2,5,2,2,FALSE,0,9,10,10,9,9,9,0.43,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,45,30,52,81,304,11,82,89,3
2001,FALSE,TRUE,FALSE,FALSE,0,0,3,1,1,1,3.72,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,983,420,0,1,0,0,92.06158125,1,1,2,3,31,1,0,FALSE,1,10,9,9,10,9,9,0.36,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,29,0,0,0,0,6,387,90,2
2002,FALSE,FALSE,TRUE,FALSE,8,0,4,1,2,0,1.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,979,7,1,0,0,0,100,1,1,1,2,1125,2,2,FALSE,3,9,10,9,10,9,10,0.53,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,29,0,0,0,0,10,78,98,3
2003,FALSE,FALSE,TRUE,FALSE,0,0,2,1,1,0,2.52,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,980,49,1,0,0,0,92.06158125,1,1,1,30,1125,1,0,FALSE,1,9.469387755,9.211651628,9.608951708,9.621298294,9.241358995,9.246168959,1.667711816,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,36,0,0,0,128,0,17295,98.66666667,1
2004,FALSE,FALSE,TRUE,FALSE,0,0,4,1,1,0,1.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,979,1,1,0,0,0,100,1,1,2,1,1125,2,3,FALSE,2,10,9,10,10,7,9,0.09,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,48,8,8,8,8,2,629,90,1
2005,FALSE,FALSE,TRUE,FALSE,14,1,3,1.5,1,0,1.56,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,980,330,1,0,0,0,92.06158125,1,1,3,2,1125,3,0,FALSE,0,9,8,10,10,10,9,0.36,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,45,0,0,0,0,8,625,91,3
2006,TRUE,FALSE,FALSE,FALSE,0,0,2,1,1,0,2.42,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,979,28,0,0,0,1,100,4,4,2,2,1125,4,1,FALSE,0,10,10,10,10,10,10,1.56,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,52,17,40,60,335,5,26,95,2
2007,FALSE,FALSE,TRUE,FALSE,0,1,2,1.5,1,0,3.23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,979,1,1,0,0,0,100,1,1,1,1,1125,1,1,FALSE,1,10,10,10,10,9,10,2.12,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,120,17,29,59,60,51,6,98,1
2008,FALSE,TRUE,FALSE,FALSE,0,0,3,1,1,0,1.43,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,979,4,1,0,0,0,100,1,1,1,2,14,2,1,FALSE,2,10,10,10,10,10,10,3.39,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,40,11,31,38,39,7,4,97,2
2009,FALSE,FALSE,TRUE,FALSE,1,1,2,1,1,0,2.34,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,979,14,1,0,0,0,100,2,2,1,1,1125,1,2,FALSE,1,9.469387755,9.211651628,9.608951708,9.621298294,9.241358995,9.246168959,1.667711816,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,18,0,0,0,266,0,17295,98.66666667,3
2010,FALSE,TRUE,FALSE,FALSE,14,1,4,1,1,0,2.27,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,978,14,1,0,0,0,100,2,2,1,1,1125,2,2,FALSE,3,9.469387755,9.211651628,9.608951708,9.621298294,9.241358995,9.246168959,1.667711816,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,55,0,0,0,265,0,17294,98.66666667,3
2011,FALSE,FALSE,TRUE,FALSE,14,0,4,1,1,0,0.97,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,978,0,1,0,0,0,100,2,2,2,2,1125,3,1,FALSE,2,9,10,10,10,9,9,3.04,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,27,8,37,67,342,95,13,92,1
